counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.78679,,,,,,,,0.78679,1,,,,,,423,NW,UN,33,praile,STRELD,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,138,138,362,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.467745,,,,,,,,0.467745,1,,,,,,154,WORD,"ID",16,author,AUTHOR,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,139,139,93,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.57641,,,,,,,,0.57641,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,140,140,382,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.685165,,,,,,,,0.685165,1,,,,,,270,NW,UN,16,aubrid,WRIMSY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,141,141,449,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.5081,,,,,,,,0.5081,1,,,,,,396,NW,"ID",16,flengy,FLENGY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,142,142,335,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.535225,,,,,,,,0.535225,1,,,,,,92,WORD,"ID",33,strand,STRAND,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,143,143,31,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46416,,,,,,,,0.46416,1,,,,,,12,WORD,UN,16,strive,ORANGE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,144,144,191,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76655,,,,,,,,0.76655,1,,,,,,366,NW,"ID",16,toshel,TOSHEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,145,145,305,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.520895,,,,,,,,0.520895,1,,,,,,57,WORD,UN,16,danger,CHANGE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,146,146,236,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.52071,,,,,,,,0.52071,1,,,,,,150,WORD,"ID",16,random,RANDOM,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,147,147,89,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.431665,,,,,,,,0.431665,1,,,,,,44,WORD,UN,16,clergy,DANGER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,148,148,223,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.52747,,,,,,,,0.52747,1,,,,,,347,NW,"ID",33,kerift,KERIFT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,149,149,286,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.796915,,,,,,,,1.796915,1,,,,,,440,NW,UN,33,rastoe,SARIDE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,150,150,379,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.916185,,,,,,,,0.916185,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,151,151,155,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.504835,,,,,,,,0.504835,1,,,,,,168,WORD,"ID",16,answer,ANSWER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,152,152,107,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.398205,,,,,,,,0.398205,0,,,,,,451,NW,UN,33,surden,CAINKY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,153,153,390,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.66416,,,,,,,,0.66416,0,,,,,,476,NW,UN,33,photie,JOSTED,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,154,154,415,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.724785,,,,,,,,0.724785,0,,,,,,203,WORD,UN,33,burden,PHRASE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,155,155,142,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.64021,,,,,,,,0.64021,1,,,,,,21,WORD,UN,16,jockey,SIMPLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,156,156,200,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.53184,,,,,,,,0.53184,1,,,,,,104,WORD,"ID",33,studio,STUDIO,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,157,157,43,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.757235,,,,,,,,0.757235,0,,,,,,45,WORD,UN,16,single,CLERGY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,158,158,224,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.08053,,,,,,,,1.08053,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,159,159,383,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.85614,,,,,,,,0.85614,1,,,,,,275,NW,UN,16,yarmon,SLEIRT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,160,160,454,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.083295,,,,,,,,1.083295,1,,,,,,277,NW,UN,16,unighs,PETAIN,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,161,161,456,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.51985,,,,,,,,1.51985,1,,,,,,293,NW,UN,16,inhort,SWANCE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,162,162,472,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.643225,,,,,,,,0.643225,1,,,,,,283,NW,UN,16,shaple,VERALF,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,163,163,462,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.62815,,,,,,,,0.62815,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,164,164,51,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.01362,,,,,,,,1.01362,0,,,,,,426,NW,UN,33,schind,URIVEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,165,165,365,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.626125,,,,,,,,0.626125,1,,,,,,149,WORD,"ID",16,invade,INVADE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,166,166,88,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.677985,,,,,,,,0.677985,1,,,,,,122,WORD,"ID",16,linger,LINGER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,167,167,61,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.59414,,,,,,,,0.59414,0,,,,,,392,NW,"ID",16,rouncy,ROUNCY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,168,168,331,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.577985,,,,,,,,0.577985,0,,,,,,213,WORD,UN,33,intake,SQUEAL,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,169,169,152,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.614685,,,,,,,,0.614685,1,,,,,,459,NW,UN,33,mingar,BAFENT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,170,170,398,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49448,,,,,,,,0.49448,1,,,,,,34,WORD,UN,16,socket,JUNGLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,171,171,213,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.839235,,,,,,,,0.839235,1,,,,,,166,WORD,"ID",16,starch,STARCH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,172,172,105,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55193,,,,,,,,0.55193,1,,,,,,17,WORD,UN,16,humble,CHARGE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,173,173,196,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58145,,,,,,,,0.58145,1,,,,,,135,WORD,"ID",16,import,IMPORT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,174,174,74,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.658055,,,,,,,,0.658055,1,,,,,,457,NW,UN,33,barcet,WANIGH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,175,175,396,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83135,,,,,,,,0.83135,1,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,176,176,52,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.47342,,,,,,,,0.47342,1,,,,,,190,WORD,UN,33,stable,BACKUP,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,177,177,129,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.533,,,,,,,,0.533,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,178,178,293,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.616155,,,,,,,,0.616155,1,,,,,,397,NW,"ID",16,camble,CAMBLE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,179,179,336,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.237585,,,,,,,,1.237585,1,,,,,,169,WORD,"ID",16,genius,GENIUS,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,180,180,108,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.648185,,,,,,,,0.648185,1,,,,,,160,WORD,"ID",16,violet,VIOLET,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,181,181,99,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.52261,,,,,,,,0.52261,1,,,,,,232,WORD,UN,33,nature,INJECT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,182,182,171,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.88361,,,,,,,,0.88361,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,183,183,278,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.689,,,,,,,,0.689,1,,,,,,387,NW,"ID",16,gronce,GRONCE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,184,184,326,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.36645,,,,,,,,0.36645,1,,,,,,325,NW,"ID",33,thruse,THRUSE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,185,185,264,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69418,,,,,,,,0.69418,1,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,186,186,54,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.530425,,,,,,,,0.530425,1,,,,,,287,NW,UN,16,yaceup,NYMBEL,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,187,187,466,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.316175,,,,,,,,1.316175,1,,,,,,258,NW,UN,16,soudal,POLUTH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,188,188,437,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.59785,,,,,,,,0.59785,1,,,,,,209,WORD,UN,33,monkey,SEARCH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,189,189,148,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46752,,,,,,,,0.46752,1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,190,190,126,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.481685,,,,,,,,0.481685,1,,,,,,83,WORD,"ID",33,result,RESULT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,191,191,22,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.735835,,,,,,,,0.735835,1,,,,,,318,NW,"ID",33,reagly,REAGLY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,192,192,257,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.465355,,,,,,,,0.465355,0,,,,,,342,NW,"ID",33,randow,RANDOW,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,193,193,281,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.765375,,,,,,,,0.765375,1,,,,,,56,WORD,UN,16,change,AMBUSH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,194,194,235,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.98983,,,,,,,,0.98983,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,195,195,381,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.53381,,,,,,,,0.53381,0,,,,,,80,WORD,"ID",33,family,FAMILY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,196,196,19,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.54823,,,,,,,,0.54823,1,,,,,,146,WORD,"ID",16,couple,COUPLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,197,197,85,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.70736,,,,,,,,0.70736,1,,,,,,411,NW,"ID",16,orchin,ORCHIN,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,198,198,350,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.6005,,,,,,,,0.6005,1,,,,,,70,WORD,"ID",33,square,SQUARE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,199,199,9,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.67179,,,,,,,,0.67179,1,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,200,200,248,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83259,,,,,,,,0.83259,1,,,,,,140,WORD,"ID",16,prince,PRINCE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,201,201,79,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55019,,,,,,,,0.55019,1,,,,,,222,WORD,UN,33,export,HINDER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,202,202,161,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.468475,,,,,,,,0.468475,1,,,,,,91,WORD,"ID",33,expand,EXPAND,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,203,203,30,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.78498,,,,,,,,0.78498,0,,,,,,404,NW,"ID",16,cluirm,CLUIRM,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,204,204,343,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.710075,,,,,,,,0.710075,1,,,,,,96,WORD,"ID",33,ignore,IGNORE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,205,205,35,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.493165,,,,,,,,0.493165,1,,,,,,22,WORD,UN,16,wealth,JOCKEY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,206,206,201,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.701135,,,,,,,,0.701135,1,,,,,,438,NW,UN,33,limpor,BAITCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,207,207,377,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.568625,,,,,,,,0.568625,1,,,,,,278,NW,UN,16,celond,UNIGHS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,208,208,457,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.59788,,,,,,,,0.59788,0,,,,,,314,NW,"ID",33,sprine,SPRINE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,209,209,253,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.479835,,,,,,,,0.479835,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,210,210,144,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.605845,,,,,,,,0.605845,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,211,211,420,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.59618,,,,,,,,0.59618,1,,,,,,373,NW,"ID",16,bigent,BIGENT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,212,212,312,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.606745,,,,,,,,0.606745,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,213,213,179,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.52312,,,,,,,,0.52312,1,,,,,,145,WORD,"ID",16,parish,PARISH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,214,214,84,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.706725,,,,,,,,0.706725,1,,,,,,171,WORD,"ID",16,depart,DEPART,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,215,215,110,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50652,,,,,,,,0.50652,1,,,,,,61,WORD,"ID",33,ponder,PONDER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,216,216,0,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.71513,,,,,,,,0.71513,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,217,217,368,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.52865,,,,,,,,0.52865,1,,,,,,191,WORD,UN,33,beacon,STABLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,218,218,130,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.92884,,,,,,,,0.92884,0,,,,,,333,NW,"ID",33,catrie,CATRIE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,219,219,272,1
