counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.497515,,,,,,,,0.497515,1,,,,,,227,WORD,"ID",33,seldom,SELDOM,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,134,134,46,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49774,,,,,,,,0.49774,1,,,,,,116,WORD,UN,33,branch,TUMBLE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,135,135,175,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.577785,,,,,,,,0.577785,1,,,,,,48,WORD,"ID",16,walnut,WALNUT,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,136,136,107,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.61017,,,,,,,,0.61017,1,,,,,,417,NW,UN,16,suidle,EAROUD,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,137,137,476,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.640635,,,,,,,,0.640635,1,,,,,,195,WORD,"ID",33,resign,RESIGN,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,138,138,14,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.019115,,,,,,,,1.019115,1,,,,,,266,NW,"ID",16,varmit,VARMIT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,139,139,325,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.475855,,,,,,,,0.475855,1,,,,,,72,WORD,UN,33,source,BRIGHT,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,140,140,131,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.586385,,,,,,,,0.586385,1,,,,,,448,NW,"ID",33,sadent,SADENT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,141,141,267,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.402565,,,,,,,,0.402565,1,,,,,,239,WORD,"ID",33,lumber,LUMBER,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,142,142,58,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.60172,,,,,,,,0.60172,1,,,,,,356,NW,UN,33,derain,OTHNIS,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,143,143,415,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.507185,,,,,,,,0.507185,1,,,,,,171,WORD,UN,16,patrol,DEPART,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,144,144,230,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.4956,,,,,,,,0.4956,1,,,,,,156,WORD,UN,16,depart,CRADLE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,145,145,215,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.483445,,,,,,,,0.483445,1,,,,,,94,WORD,UN,33,thread,TRAVEL,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,146,146,153,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.47312,,,,,,,,0.47312,1,,,,,,129,WORD,UN,16,stupid,MARVEL,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,147,147,188,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.71675,,,,,,,,0.71675,1,,,,,,319,NW,UN,33,jockal,ZOMBER,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,148,148,378,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.522435,,,,,,,,0.522435,1,,,,,,11,WORD,"ID",16,cruise,CRUISE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,149,149,70,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.583035,,,,,,,,0.583035,1,,,,,,258,NW,"ID",16,poluth,POLUTH,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,150,150,317,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.48387,,,,,,,,0.48387,1,,,,,,137,WORD,UN,16,melody,FINGER,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,151,151,196,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.06694,,,,,,,,1.06694,1,,,,,,176,WORD,UN,16,advent,STRIFE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,152,152,235,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64029,,,,,,,,0.64029,1,,,,,,442,NW,"ID",33,aboune,ABOUNE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,153,153,261,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.58594,,,,,,,,0.58594,1,,,,,,459,NW,"ID",33,bafent,BAFENT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,154,154,278,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.58323,,,,,,,,0.58323,1,,,,,,436,NW,"ID",33,frutan,FRUTAN,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,155,155,255,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51967,,,,,,,,0.51967,1,,,,,,147,WORD,UN,16,custom,GARLIC,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,156,156,206,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.483715,,,,,,,,0.483715,1,,,,,,7,WORD,"ID",16,anchor,ANCHOR,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,157,157,66,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.54968,,,,,,,,0.54968,1,,,,,,321,NW,UN,33,slanch,MIATOR,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,158,158,380,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46664,,,,,,,,0.46664,1,,,,,,38,WORD,"ID",16,powder,POWDER,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,159,159,97,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.560365,,,,,,,,0.560365,1,,,,,,362,NW,UN,16,breali,TIREAU,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,160,160,421,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.616715,,,,,,,,0.616715,1,,,,,,479,NW,"ID",33,lobush,LOBUSH,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,161,161,298,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46799,,,,,,,,0.46799,1,,,,,,168,WORD,UN,16,genius,ANSWER,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,162,162,227,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.638605,,,,,,,,0.638605,1,,,,,,281,NW,"ID",16,melaty,MELATY,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,163,163,340,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.564235,,,,,,,,0.564235,1,,,,,,440,NW,"ID",33,saride,SARIDE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,164,164,259,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66922,,,,,,,,0.66922,1,,,,,,296,NW,"ID",16,beinch,BEINCH,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,165,165,355,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.51523,,,,,,,,0.51523,1,,,,,,327,NW,UN,33,broake,PLENAC,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,166,166,386,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.67142,,,,,,,,0.67142,1,,,,,,45,WORD,"ID",16,clergy,CLERGY,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,167,167,104,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.43177,,,,,,,,0.43177,0,,,,,,369,NW,UN,16,sleact,WRONCH,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,168,168,428,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.69881,,,,,,,,0.69881,1,,,,,,400,NW,UN,16,mustil,WEAROX,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,169,169,459,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.627505,,,,,,,,0.627505,1,,,,,,200,WORD,"ID",33,beacon,BEACON,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,170,170,19,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.634795,,,,,,,,0.634795,1,,,,,,232,WORD,"ID",33,inject,INJECT,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,171,171,51,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50194,,,,,,,,0.50194,1,,,,,,160,WORD,UN,16,pastor,VIOLET,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,172,172,219,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.498575,,,,,,,,0.498575,1,,,,,,145,WORD,UN,16,couple,PARISH,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,173,173,204,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66649,,,,,,,,0.66649,1,,,,,,411,NW,UN,16,jiluer,ORCHIN,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,174,174,470,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.615775,,,,,,,,0.615775,1,,,,,,283,NW,"ID",16,veralf,VERALF,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,175,175,342,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.70694,,,,,,,,0.70694,1,,,,,,305,NW,UN,33,sounge,FORGLE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,176,176,364,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.52544,,,,,,,,0.52544,1,,,,,,375,NW,UN,16,iguare,YORQUE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,177,177,434,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.53528,,,,,,,,0.53528,1,,,,,,421,NW,"ID",33,knisma,KNISMA,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,178,178,240,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.549855,,,,,,,,0.549855,1,,,,,,215,WORD,"ID",33,phobia,PHOBIA,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,179,179,34,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58052,,,,,,,,0.58052,1,,,,,,36,WORD,"ID",16,vanish,VANISH,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,180,180,95,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.506375,,,,,,,,0.506375,1,,,,,,101,WORD,UN,33,direct,WRENCH,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,181,181,160,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.598315,,,,,,,,0.598315,1,,,,,,2,WORD,"ID",16,bridge,BRIDGE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,182,182,61,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.574425,,,,,,,,0.574425,1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,183,183,413,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.536325,,,,,,,,0.536325,1,,,,,,337,NW,UN,33,wreash,REJOLS,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,184,184,396,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.830635,,,,,,,,0.830635,1,,,,,,361,NW,UN,16,tireau,PAUCHE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,185,185,420,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46227,,,,,,,,0.46227,1,,,,,,37,WORD,"ID",16,insult,INSULT,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,186,186,96,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.52349,,,,,,,,0.52349,1,,,,,,388,NW,UN,16,witmer,CRAGIN,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,187,187,447,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.516715,,,,,,,,0.516715,1,,,,,,89,WORD,UN,33,relish,PERMIT,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,188,188,148,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.45292,,,,,,,,0.45292,1,,,,,,42,WORD,"ID",16,chapel,CHAPEL,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,189,189,101,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.472205,,,,,,,,0.472205,1,,,,,,55,WORD,"ID",16,stroke,STROKE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,190,190,114,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.58721,,,,,,,,0.58721,1,,,,,,294,NW,"ID",16,inhort,INHORT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,191,191,353,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69183,,,,,,,,0.69183,1,,,,,,114,WORD,UN,33,guitar,PLACID,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,192,192,173,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55637,,,,,,,,0.55637,1,,,,,,312,NW,UN,33,paurse,NERAWL,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,193,193,371,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76642,,,,,,,,0.76642,1,,,,,,307,NW,UN,33,psetch,KIRAFE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,194,194,366,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.68146,,,,,,,,0.68146,1,,,,,,50,WORD,"ID",16,snatch,SNATCH,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,195,195,109,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.752105,,,,,,,,0.752105,1,,,,,,87,WORD,UN,33,sprawl,FILTER,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,196,196,146,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74153,,,,,,,,0.74153,1,,,,,,324,NW,UN,33,thruse,STEIKH,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,197,197,383,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.58839,,,,,,,,0.58839,1,,,,,,474,NW,"ID",33,hablin,HABLIN,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,198,198,293,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.44832,,,,,,,,0.44832,1,,,,,,134,WORD,UN,16,import,STAPLE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,199,199,193,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.659145,,,,,,,,0.659145,1,,,,,,376,NW,UN,16,veigma,IGUARE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,200,200,435,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51818,,,,,,,,0.51818,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,201,201,38,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.51463,,,,,,,,0.51463,1,,,,,,320,NW,UN,33,miator,JOCKAL,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,202,202,379,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.57729,,,,,,,,0.57729,1,,,,,,366,NW,UN,16,slique,TOSHEL,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,203,203,425,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.498555,,,,,,,,0.498555,1,,,,,,154,WORD,UN,16,lizard,AUTHOR,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,204,204,213,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.580545,,,,,,,,0.580545,1,,,,,,259,NW,"ID",16,soudal,SOUDAL,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,205,205,318,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.456455,,,,,,,,0.456455,1,,,,,,465,NW,"ID",33,whivex,WHIVEX,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,206,206,284,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.482825,,,,,,,,0.482825,1,,,,,,226,WORD,"ID",33,casino,CASINO,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,207,207,45,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.628065,,,,,,,,0.628065,1,,,,,,242,NW,"ID",16,unwert,UNWERT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,208,208,301,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50399,,,,,,,,0.50399,1,,,,,,63,WORD,UN,33,throne,LAUNCH,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,209,209,122,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.85364,,,,,,,,0.85364,1,,,,,,325,NW,UN,33,iguade,THRUSE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,210,210,384,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.581795,,,,,,,,0.581795,1,,,,,,16,WORD,"ID",16,faucet,FAUCET,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,211,211,75,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.554805,,,,,,,,0.554805,1,,,,,,457,NW,"ID",33,wanigh,WANIGH,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,212,212,276,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.615815,,,,,,,,0.615815,1,,,,,,289,NW,"ID",16,starby,STARBY,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,213,213,348,1,
