counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.18338,-1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,,,,,,,0.019444444,-0.388888889,0,0,0,,0,134,134,368,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.30961,0,,,,,,235,WORD,UN,33,pirate,GRUMPY,m,1.30961,,,,,,0.019444444,-0.388888889,0,0,0,,0,135,135,174,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.90513,1,,,,,,406,NW,"ID",16,nouply,NOUPLY,z,0.90513,,,,,,0.019444444,-0.388888889,0,0,0,,0,136,136,345,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.549495,1,,,,,,102,WORD,"ID",33,direct,DIRECT,m,0.549495,,,,,,0.019444444,-0.388888889,0,0,0,,0,137,137,41,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,0.019444444,-0.388888889,0,0,1,1.19955,,0.549495,-1,,,,,,44,WORD,UN,16,clergy,DANGER,m,,,,,,,0.019444444,-0.388888889,0,0,0,,0,138,138,223,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,-0.033333333,-0.230555556,1,0,0,1.56631,,1.807545,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,1.807545,,,,,,-0.016666667,-0.238888889,0,0,0,,0,139,139,382,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.80511,1,,,,,,193,WORD,UN,33,mildew,OBJECT,m,0.80511,,,,,,-0.016666667,-0.238888889,0,0,0,,0,140,140,132,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.80511,-1,,,,,,156,WORD,"ID",16,cradle,CRADLE,m,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,141,141,95,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.84729,1,,,,,,290,NW,UN,16,pretch,SPLINO,z,0.84729,,,,,,-0.016666667,-0.238888889,0,0,0,,0,142,142,469,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.080935,1,,,,,,255,NW,UN,16,inlors,APIGHT,z,1.080935,,,,,,-0.016666667,-0.238888889,0,0,0,,0,143,143,434,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.075655,1,,,,,,17,WORD,UN,16,humble,CHARGE,m,1.075655,,,,,,-0.016666667,-0.238888889,0,0,0,,0,144,144,196,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.101505,1,,,,,,13,WORD,UN,16,almost,STRIVE,m,1.101505,,,,,,-0.016666667,-0.238888889,0,0,0,,0,145,145,192,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.904785,1,,,,,,242,NW,UN,16,musied,UNWERT,z,0.904785,,,,,,-0.016666667,-0.238888889,0,0,0,,0,146,146,421,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.887135,0,,,,,,462,NW,UN,33,kispel,ABSULT,z,0.887135,,,,,,-0.016666667,-0.238888889,0,0,0,,0,147,147,401,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.02012,1,,,,,,394,NW,"ID",16,spaqux,SPAQUX,z,1.02012,,,,,,-0.016666667,-0.238888889,0,0,0,,0,148,148,333,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.18046,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,1.18046,,,,,,-0.016666667,-0.238888889,0,0,0,,0,149,149,46,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.889685,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,0.889685,,,,,,-0.016666667,-0.238888889,0,0,0,,0,150,150,44,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.6834,0,,,,,,378,NW,"ID",16,shrile,SHRILE,z,1.6834,,,,,,-0.016666667,-0.238888889,0,0,0,,0,151,151,317,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.77363,0,,,,,,246,NW,UN,16,blarge,PIATON,z,1.77363,,,,,,-0.016666667,-0.238888889,0,0,0,,0,152,152,425,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.74664,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,0.74664,,,,,,-0.016666667,-0.238888889,0,0,0,,0,153,153,168,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.089415,1,,,,,,412,NW,"ID",16,jiluer,JILUER,z,1.089415,,,,,,-0.016666667,-0.238888889,0,0,0,,0,154,154,351,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.217725,1,,,,,,152,WORD,"ID",16,rocket,ROCKET,m,1.217725,,,,,,-0.016666667,-0.238888889,0,0,0,,0,155,155,91,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.925535,1,,,,,,197,WORD,UN,33,wicked,STREAM,m,0.925535,,,,,,-0.016666667,-0.238888889,0,0,0,,0,156,156,136,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.247275,0,,,,,,48,WORD,UN,16,survey,WALNUT,m,1.247275,,,,,,-0.016666667,-0.238888889,0,0,0,,0,157,157,227,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.85012,0,,,,,,66,WORD,"ID",33,gospel,GOSPEL,m,0.85012,,,,,,-0.016666667,-0.238888889,0,0,0,,0,158,158,5,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.85012,-1,,,,,,468,NW,UN,33,padifs,WICTOR,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,159,159,407,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.952505,0,,,,,,353,NW,"ID",33,clurey,CLUREY,z,0.952505,,,,,,-0.016666667,-0.238888889,0,0,0,,0,160,160,292,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.00011,0,,,,,,94,WORD,"ID",33,travel,TRAVEL,m,1.00011,,,,,,-0.016666667,-0.238888889,0,0,0,,0,161,161,33,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.5667,1,,,,,,132,WORD,"ID",16,strong,STRONG,m,0.5667,,,,,,-0.016666667,-0.238888889,0,0,0,,0,162,162,71,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.773,1,,,,,,416,NW,"ID",16,pathel,PATHEL,z,0.773,,,,,,-0.016666667,-0.238888889,0,0,0,,0,163,163,355,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.90871,0,,,,,,265,NW,UN,16,varmit,DISTAR,z,0.90871,,,,,,-0.016666667,-0.238888889,0,0,0,,0,164,164,444,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.874105,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,0.874105,,,,,,-0.016666667,-0.238888889,0,0,0,,0,165,165,412,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.66784,1,,,,,,458,NW,UN,33,hocite,BARCET,z,1.66784,,,,,,-0.016666667,-0.238888889,0,0,0,,0,166,166,397,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.34047,1,,,,,,50,WORD,UN,16,hungry,SNATCH,m,1.34047,,,,,,-0.016666667,-0.238888889,0,0,0,,0,167,167,229,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.80017,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,0.80017,,,,,,-0.016666667,-0.238888889,0,0,0,,0,168,168,179,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.116985,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,1.116985,,,,,,-0.016666667,-0.238888889,0,0,0,,0,169,169,293,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.64188,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,0.64188,,,,,,-0.016666667,-0.238888889,0,0,0,,0,170,170,39,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.50774,1,,,,,,215,WORD,UN,33,lumber,PHOBIA,m,1.50774,,,,,,-0.016666667,-0.238888889,0,0,0,,0,171,171,154,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.96211,0,,,,,,162,WORD,"ID",16,candle,CANDLE,m,0.96211,,,,,,-0.016666667,-0.238888889,0,0,0,,0,172,172,101,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.793505,1,,,,,,23,WORD,UN,16,praise,WEALTH,m,0.793505,,,,,,-0.016666667,-0.238888889,0,0,0,,0,173,173,202,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.793505,-1,,,,,,396,NW,"ID",16,flengy,FLENGY,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,174,174,335,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.801135,1,,,,,,143,WORD,"ID",16,reason,REASON,m,0.801135,,,,,,-0.016666667,-0.238888889,0,0,0,,0,175,175,82,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.633415,1,,,,,,104,WORD,"ID",33,studio,STUDIO,m,0.633415,,,,,,-0.016666667,-0.238888889,0,0,0,,0,176,176,43,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.89005,1,,,,,,95,WORD,"ID",33,thread,THREAD,m,0.89005,,,,,,-0.016666667,-0.238888889,0,0,0,,0,177,177,34,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.806115,1,,,,,,439,NW,UN,33,saride,LIMPOR,z,0.806115,,,,,,-0.016666667,-0.238888889,0,0,0,,0,178,178,378,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.9874,1,,,,,,281,NW,UN,16,porlex,MELATY,z,0.9874,,,,,,-0.016666667,-0.238888889,0,0,0,,0,179,179,460,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.05005,0,,,,,,383,NW,"ID",16,aungre,AUNGRE,z,1.05005,,,,,,-0.016666667,-0.238888889,0,0,0,,0,180,180,322,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.80196,1,,,,,,437,NW,UN,33,baitch,SNAPEL,z,1.80196,,,,,,-0.016666667,-0.238888889,0,0,0,,0,181,181,376,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.691675,1,,,,,,14,WORD,UN,16,orange,ALMOST,m,0.691675,,,,,,-0.016666667,-0.238888889,0,0,0,,0,182,182,193,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.73357,1,,,,,,79,WORD,"ID",33,theory,THEORY,m,0.73357,,,,,,-0.016666667,-0.238888889,0,0,0,,0,183,183,18,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.73357,-1,,,,,,263,NW,UN,16,vackel,DOLICA,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,184,184,442,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.71042,0,,,,,,326,NW,"ID",33,iguade,IGUADE,z,1.71042,,,,,,-0.016666667,-0.238888889,0,0,0,,0,185,185,265,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.426275,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,1.426275,,,,,,-0.016666667,-0.238888889,0,0,0,,0,186,186,404,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.383485,0,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,1.383485,,,,,,-0.016666667,-0.238888889,0,0,0,,0,187,187,24,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.133685,1,,,,,,219,WORD,UN,33,voyage,BUCKET,m,1.133685,,,,,,-0.016666667,-0.238888889,0,0,0,,0,188,188,158,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.85164,1,,,,,,415,NW,"ID",16,higsta,HIGSTA,z,0.85164,,,,,,-0.016666667,-0.238888889,0,0,0,,0,189,189,354,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.010055,1,,,,,,434,NW,UN,33,impurb,PITROM,z,1.010055,,,,,,-0.016666667,-0.238888889,0,0,0,,0,190,190,373,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.010055,-1,,,,,,338,NW,"ID",33,wreash,WREASH,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,191,191,277,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.04327,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,1.04327,,,,,,-0.016666667,-0.238888889,0,0,0,,0,192,192,417,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.67775,1,,,,,,160,WORD,"ID",16,violet,VIOLET,m,0.67775,,,,,,-0.016666667,-0.238888889,0,0,0,,0,193,193,99,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.75594,1,,,,,,414,NW,"ID",16,serbol,SERBOL,z,0.75594,,,,,,-0.016666667,-0.238888889,0,0,0,,0,194,194,353,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.720345,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,0.720345,,,,,,-0.016666667,-0.238888889,0,0,0,,0,195,195,247,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.24305,1,,,,,,9,WORD,UN,16,bridge,HUSTLE,m,1.24305,,,,,,-0.016666667,-0.238888889,0,0,0,,0,196,196,188,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.1911,0,,,,,,373,NW,"ID",16,bigent,BIGENT,z,1.1911,,,,,,-0.016666667,-0.238888889,0,0,0,,0,197,197,312,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.1911,-1,,,,,,178,WORD,"ID",16,inform,INFORM,m,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,198,198,117,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.95196,1,,,,,,438,NW,UN,33,limpor,BAITCH,z,0.95196,,,,,,-0.016666667,-0.238888889,0,0,0,,0,199,199,377,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.95196,-1,,,,,,247,NW,UN,16,strole,BLARGE,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,200,200,426,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.83332,0,,,,,,431,NW,UN,33,lunker,CHRUMS,z,0.83332,,,,,,-0.016666667,-0.238888889,0,0,0,,0,201,201,370,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.83332,-1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,202,202,285,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.859875,1,,,,,,142,WORD,"ID",16,spruce,SPRUCE,m,0.859875,,,,,,-0.016666667,-0.238888889,0,0,0,,0,203,203,81,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.71675,1,,,,,,200,WORD,UN,33,admire,BEACON,m,1.71675,,,,,,-0.016666667,-0.238888889,0,0,0,,0,204,204,139,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.71675,-1,,,,,,284,NW,UN,16,prudge,SHAPLE,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,205,205,463,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.900485,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,1.900485,,,,,,-0.016666667,-0.238888889,0,0,0,,0,206,206,147,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.90983,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,0.90983,,,,,,-0.016666667,-0.238888889,0,0,0,,0,207,207,140,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.90983,-1,,,,,,137,WORD,"ID",16,finger,FINGER,m,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,208,208,76,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.90983,-1,,,,,,293,NW,UN,16,inhort,SWANCE,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,209,209,472,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.69266,1,,,,,,39,WORD,UN,16,convey,INSECT,m,0.69266,,,,,,-0.016666667,-0.238888889,0,0,0,,0,210,210,218,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.662895,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,0.662895,,,,,,-0.016666667,-0.238888889,0,0,0,,0,211,211,205,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.05609,1,,,,,,433,NW,UN,33,pitrom,DRANCE,z,1.05609,,,,,,-0.016666667,-0.238888889,0,0,0,,0,212,212,372,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.658435,1,,,,,,382,NW,"ID",16,sarley,SARLEY,z,0.658435,,,,,,-0.016666667,-0.238888889,0,0,0,,0,213,213,321,1,,
