counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.533675,1,,,,,,47,WORD,UN,16,walnut,INCOME,m,0.533675,,,,,,0.030798197,-0.400861104,0,0,0,,0,130,130,226,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.88232,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,0.88232,,,,,,0.030798197,-0.400861104,0,0,0,,0,131,131,368,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.625685,1,,,,,,474,NW,UN,33,acrise,HABLIN,z,0.625685,,,,,,0.030798197,-0.400861104,0,0,0,,0,132,132,413,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.612595,1,,,,,,32,WORD,UN,16,scream,BUCKLE,m,0.612595,,,,,,0.030798197,-0.400861104,0,0,0,,0,133,133,211,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.69972,1,,,,,,387,NW,"ID",16,gronce,GRONCE,z,0.69972,,,,,,0.030798197,-0.400861104,0,0,0,,0,134,134,326,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.615205,1,,,,,,267,NW,UN,16,packes,PASINK,z,0.615205,,,,,,0.030798197,-0.400861104,0,0,0,,0,135,135,446,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.64313,1,,,,,,250,NW,UN,16,lupict,MILTED,z,0.64313,,,,,,0.030798197,-0.400861104,0,0,0,,0,136,136,429,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.601475,1,,,,,,316,NW,"ID",33,scregm,SCREGM,z,0.601475,,,,,,0.030798197,-0.400861104,0,0,0,,0,137,137,255,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.66594,1,,,,,,398,NW,"ID",16,blunde,BLUNDE,z,0.66594,,,,,,0.030798197,-0.400861104,0,0,0,,0,138,138,337,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.651315,1,,,,,,473,NW,UN,33,hablin,CRIBLE,z,0.651315,,,,,,0.030798197,-0.400861104,0,0,0,,0,139,139,412,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.52568,1,,,,,,190,WORD,UN,33,stable,BACKUP,m,0.52568,,,,,,0.030798197,-0.400861104,0,0,0,,0,140,140,129,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.593105,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,0.593105,,,,,,0.030798197,-0.400861104,0,0,0,,0,141,141,56,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.63431,1,,,,,,305,NW,"ID",33,forgle,FORGLE,z,0.63431,,,,,,0.030798197,-0.400861104,0,0,0,,0,142,142,244,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.57005,1,,,,,,130,WORD,"ID",16,stupid,STUPID,m,0.57005,,,,,,0.030798197,-0.400861104,0,0,0,,0,143,143,69,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.57803,1,,,,,,26,WORD,UN,16,butler,SPRINT,m,0.57803,,,,,,0.030798197,-0.400861104,0,0,0,,0,144,144,205,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.68268,1,,,,,,463,NW,UN,33,chaite,KISPEL,z,0.68268,,,,,,0.030798197,-0.400861104,0,0,0,,0,145,145,402,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.61675,1,,,,,,138,WORD,"ID",16,melody,MELODY,m,0.61675,,,,,,0.030798197,-0.400861104,0,0,0,,0,146,146,77,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.51839,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,0.51839,,,,,,0.030798197,-0.400861104,0,0,0,,0,147,147,6,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.60129,1,,,,,,408,NW,"ID",16,hurnia,HURNIA,z,0.60129,,,,,,0.030798197,-0.400861104,0,0,0,,0,148,148,347,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.534045,1,,,,,,50,WORD,UN,16,hungry,SNATCH,m,0.534045,,,,,,0.030798197,-0.400861104,0,0,0,,0,149,149,229,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.560195,1,,,,,,469,NW,UN,33,crudio,PADIFS,z,0.560195,,,,,,0.030798197,-0.400861104,0,0,0,,0,150,150,408,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.607955,1,,,,,,310,NW,"ID",33,daniet,DANIET,z,0.607955,,,,,,0.030798197,-0.400861104,0,0,0,,0,151,151,249,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.51658,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,0.51658,,,,,,0.030798197,-0.400861104,0,0,0,,0,152,152,168,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.53186,1,,,,,,213,WORD,UN,33,intake,SQUEAL,m,0.53186,,,,,,0.030798197,-0.400861104,0,0,0,,0,153,153,152,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.59984,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,0.59984,,,,,,0.030798197,-0.400861104,0,0,0,,0,154,154,407,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.52647,1,,,,,,171,WORD,"ID",16,depart,DEPART,m,0.52647,,,,,,0.030798197,-0.400861104,0,0,0,,0,155,155,110,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.59069,1,,,,,,25,WORD,UN,16,sprint,DOMAIN,m,0.59069,,,,,,0.030798197,-0.400861104,0,0,0,,0,156,156,204,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.56034,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,0.56034,,,,,,0.030798197,-0.400861104,0,0,0,,0,157,157,23,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.591635,1,,,,,,321,NW,"ID",33,miator,MIATOR,z,0.591635,,,,,,0.030798197,-0.400861104,0,0,0,,0,158,158,260,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.581735,1,,,,,,270,NW,UN,16,aubrid,WRIMSY,z,0.581735,,,,,,0.030798197,-0.400861104,0,0,0,,0,159,159,449,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.580365,1,,,,,,296,NW,UN,16,fertic,BEINCH,z,0.580365,,,,,,0.030798197,-0.400861104,0,0,0,,0,160,160,475,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.529185,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,0.529185,,,,,,0.030798197,-0.400861104,0,0,0,,0,161,161,20,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.636685,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,0.636685,,,,,,0.030798197,-0.400861104,0,0,0,,0,162,162,465,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.60598,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,0.60598,,,,,,0.030798197,-0.400861104,0,0,0,,0,163,163,133,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.549975,1,,,,,,4,WORD,UN,16,plunge,TRENCH,m,0.549975,,,,,,0.030798197,-0.400861104,0,0,0,,0,164,164,183,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.899175,1,,,,,,420,NW,"ID",16,gushop,GUSHOP,z,0.899175,,,,,,0.030798197,-0.400861104,0,0,0,,0,165,165,359,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.58909,1,,,,,,294,NW,UN,16,gleath,INHORT,z,0.58909,,,,,,0.030798197,-0.400861104,0,0,0,,0,166,166,473,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.566485,1,,,,,,10,WORD,UN,16,cruise,ETHNIC,m,0.566485,,,,,,0.030798197,-0.400861104,0,0,0,,0,167,167,189,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.57196,1,,,,,,72,WORD,"ID",33,bright,BRIGHT,m,0.57196,,,,,,0.030798197,-0.400861104,0,0,0,,0,168,168,11,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.87018,1,,,,,,342,NW,"ID",33,randow,RANDOW,z,0.87018,,,,,,0.030798197,-0.400861104,0,0,0,,0,169,169,281,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.556305,1,,,,,,460,NW,UN,33,justre,MINGAR,z,0.556305,,,,,,0.030798197,-0.400861104,0,0,0,,0,170,170,399,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.635105,1,,,,,,183,WORD,UN,33,sleazy,MILDEW,m,0.635105,,,,,,0.030798197,-0.400861104,0,0,0,,0,171,171,122,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.546985,1,,,,,,376,NW,"ID",16,iguare,IGUARE,z,0.546985,,,,,,0.030798197,-0.400861104,0,0,0,,0,172,172,315,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.525635,1,,,,,,334,NW,"ID",33,watmeg,WATMEG,z,0.525635,,,,,,0.030798197,-0.400861104,0,0,0,,0,173,173,273,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.583275,1,,,,,,66,WORD,"ID",33,gospel,GOSPEL,m,0.583275,,,,,,0.030798197,-0.400861104,0,0,0,,0,174,174,5,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.57801,1,,,,,,21,WORD,UN,16,jockey,SIMPLE,m,0.57801,,,,,,0.030798197,-0.400861104,0,0,0,,0,175,175,200,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.51101,1,,,,,,178,WORD,"ID",16,inform,INFORM,m,0.51101,,,,,,0.030798197,-0.400861104,0,0,0,,0,176,176,117,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.583465,1,,,,,,385,NW,"ID",16,veigma,VEIGMA,z,0.583465,,,,,,0.030798197,-0.400861104,0,0,0,,0,177,177,324,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.67277,1,,,,,,184,WORD,UN,33,bother,SLEAZY,m,0.67277,,,,,,0.030798197,-0.400861104,0,0,0,,0,178,178,123,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.57405,1,,,,,,437,NW,UN,33,baitch,SNAPEL,z,0.57405,,,,,,0.030798197,-0.400861104,0,0,0,,0,179,179,376,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.532645,1,,,,,,52,WORD,UN,16,police,IMPOSE,m,0.532645,,,,,,0.030798197,-0.400861104,0,0,0,,0,180,180,231,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.55249,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,0.55249,,,,,,0.030798197,-0.400861104,0,0,0,,0,181,181,293,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.61851,1,,,,,,285,NW,UN,16,reldon,PRUDGE,z,0.61851,,,,,,0.030798197,-0.400861104,0,0,0,,0,182,182,464,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.56538,1,,,,,,252,NW,UN,16,resait,STAPOD,z,0.56538,,,,,,0.030798197,-0.400861104,0,0,0,,0,183,183,431,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.495185,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,0.495185,,,,,,0.030798197,-0.400861104,0,0,0,,0,184,184,290,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.549335,1,,,,,,304,NW,"ID",33,cludie,CLUDIE,z,0.549335,,,,,,0.030798197,-0.400861104,0,0,0,,0,185,185,243,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.522965,1,,,,,,243,NW,UN,16,eatric,MUSIED,z,0.522965,,,,,,0.030798197,-0.400861104,0,0,0,,0,186,186,422,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.637665,1,,,,,,39,WORD,UN,16,convey,INSECT,m,0.637665,,,,,,0.030798197,-0.400861104,0,0,0,,0,187,187,218,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.513735,1,,,,,,137,WORD,"ID",16,finger,FINGER,m,0.513735,,,,,,0.030798197,-0.400861104,0,0,0,,0,188,188,76,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.616265,1,,,,,,133,WORD,"ID",16,chrome,CHROME,m,0.616265,,,,,,0.030798197,-0.400861104,0,0,0,,0,189,189,72,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.591765,1,,,,,,477,NW,UN,33,lobush,PHOTIE,z,0.591765,,,,,,0.030798197,-0.400861104,0,0,0,,0,190,190,416,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.78793,0,,,,,,185,WORD,UN,33,portal,BOTHER,m,0.78793,,,,,,0.030798197,-0.400861104,0,0,0,,0,191,191,124,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.56736,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,0.56736,,,,,,0.030798197,-0.400861104,0,0,0,,0,192,192,285,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.49936,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,0.49936,,,,,,0.030798197,-0.400861104,0,0,0,,0,193,193,386,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.582205,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,0.582205,,,,,,0.030798197,-0.400861104,0,0,0,,0,194,194,144,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.633265,1,,,,,,274,NW,UN,16,sleirt,FUMBLO,z,0.633265,,,,,,0.030798197,-0.400861104,0,0,0,,0,195,195,453,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.563145,1,,,,,,90,WORD,"ID",33,relish,RELISH,m,0.563145,,,,,,0.030798197,-0.400861104,0,0,0,,0,196,196,29,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.5786,1,,,,,,37,WORD,UN,16,powder,INSULT,m,0.5786,,,,,,0.030798197,-0.400861104,0,0,0,,0,197,197,216,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.719165,1,,,,,,59,WORD,UN,16,pencil,SPLINT,m,0.719165,,,,,,0.030798197,-0.400861104,0,0,0,,0,198,198,238,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.484835,1,,,,,,158,WORD,"ID",16,island,ISLAND,m,0.484835,,,,,,0.030798197,-0.400861104,0,0,0,,0,199,199,97,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.465615,1,,,,,,71,WORD,"ID",33,garden,GARDEN,m,0.465615,,,,,,0.030798197,-0.400861104,0,0,0,,0,200,200,10,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.540025,1,,,,,,14,WORD,UN,16,orange,ALMOST,m,0.540025,,,,,,0.030798197,-0.400861104,0,0,0,,0,201,201,193,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.653385,1,,,,,,18,WORD,UN,16,patron,HUMBLE,m,0.653385,,,,,,0.030798197,-0.400861104,0,0,0,,0,202,202,197,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.699385,1,,,,,,364,NW,"ID",16,impote,IMPOTE,z,0.699385,,,,,,0.030798197,-0.400861104,0,0,0,,0,203,203,303,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.532655,1,,,,,,443,NW,UN,33,jaunce,DORSEX,z,0.532655,,,,,,0.030798197,-0.400861104,0,0,0,,0,204,204,382,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,1.21947,1,,,,,,303,NW,"ID",33,fiream,FIREAM,z,1.21947,,,,,,0.030798197,-0.400861104,0,0,0,,0,205,205,242,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.602685,1,,,,,,255,NW,UN,16,inlors,APIGHT,z,0.602685,,,,,,0.030798197,-0.400861104,0,0,0,,0,206,206,434,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.50895,1,,,,,,440,NW,UN,33,rastoe,SARIDE,z,0.50895,,,,,,0.030798197,-0.400861104,0,0,0,,0,207,207,379,1,,
