counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.706,1,,,,,,132,WORD,"ID",16,strong,STRONG,m,0.706,,,,,,0.072222222,-0.141666667,0,0,0,,0,132,132,71,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.947,1,,,,,,235,WORD,UN,33,pirate,GRUMPY,m,0.947,,,,,,0.072222222,-0.141666667,0,0,0,,0,133,133,174,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.771,1,,,,,,63,WORD,"ID",33,launch,LAUNCH,m,0.771,,,,,,0.072222222,-0.141666667,0,0,0,,0,134,134,2,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.747,1,,,,,,178,WORD,"ID",16,inform,INFORM,m,0.747,,,,,,0.072222222,-0.141666667,0,0,0,,0,135,135,117,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.966,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,0.966,,,,,,0.072222222,-0.141666667,0,0,0,,0,136,136,128,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.794,0,,,,,,52,WORD,UN,16,police,IMPOSE,m,0.794,,,,,,0.072222222,-0.141666667,0,0,0,,0,137,137,231,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.807,0,,,,,,290,NW,UN,16,pretch,SPLINO,z,0.807,,,,,,0.072222222,-0.141666667,0,0,0,,0,138,138,469,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.924,1,,,,,,321,NW,"ID",33,miator,MIATOR,z,0.924,,,,,,0.072222222,-0.141666667,0,0,0,,0,139,139,260,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.15,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,1.15,,,,,,0.072222222,-0.141666667,0,0,0,,0,140,140,46,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.77,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,0.77,,,,,,0.072222222,-0.141666667,0,0,0,,0,141,141,269,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.752,1,,,,,,141,WORD,"ID",16,orphan,ORPHAN,m,0.752,,,,,,0.072222222,-0.141666667,0,0,0,,0,142,142,80,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.888,1,,,,,,164,WORD,"ID",16,market,MARKET,m,0.888,,,,,,0.072222222,-0.141666667,0,0,0,,0,143,143,103,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.914,1,,,,,,135,WORD,"ID",16,import,IMPORT,m,0.914,,,,,,0.072222222,-0.141666667,0,0,0,,0,144,144,74,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.063,1,,,,,,318,NW,"ID",33,reagly,REAGLY,z,1.063,,,,,,0.072222222,-0.141666667,0,0,0,,0,145,145,257,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.711,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,0.711,,,,,,0.072222222,-0.141666667,0,0,0,,0,146,146,27,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,1.135,0,,,,,,213,WORD,UN,33,intake,SQUEAL,m,1.135,,,,,,0.072222222,-0.141666667,0,0,0,,0,147,147,152,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.791,0,,,,,,348,NW,"ID",33,dumple,DUMPLE,z,0.791,,,,,,0.072222222,-0.141666667,0,0,0,,0,148,148,287,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.193,0,,,,,,405,NW,"ID",16,flumni,FLUMNI,z,1.193,,,,,,0.072222222,-0.141666667,0,0,0,,0,149,149,344,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.698,0,,,,,,40,WORD,UN,16,spring,CONVEY,m,0.698,,,,,,0.072222222,-0.141666667,0,0,0,,0,150,150,219,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.479,1,,,,,,6,WORD,UN,16,anchor,BUNDLE,m,0.479,,,,,,0.072222222,-0.141666667,0,0,0,,0,151,151,185,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.724,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,0.724,,,,,,0.072222222,-0.141666667,0,0,0,,0,152,152,3,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.082,0,,,,,,291,NW,UN,16,ablint,PRETCH,z,1.082,,,,,,0.072222222,-0.141666667,0,0,0,,0,153,153,470,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.812,1,,,,,,25,WORD,UN,16,sprint,DOMAIN,m,0.812,,,,,,0.072222222,-0.141666667,0,0,0,,0,154,154,204,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.841,1,,,,,,3,WORD,UN,16,trench,KNIGHT,m,0.841,,,,,,0.072222222,-0.141666667,0,0,0,,0,155,155,182,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.687,0,,,,,,62,WORD,"ID",33,region,REGION,m,0.687,,,,,,0.072222222,-0.141666667,0,0,0,,0,156,156,1,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.955,0,,,,,,392,NW,"ID",16,rouncy,ROUNCY,z,0.955,,,,,,0.072222222,-0.141666667,0,0,0,,0,157,157,331,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.951,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,0.951,,,,,,0.072222222,-0.141666667,0,0,0,,0,158,158,389,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.098,0,,,,,,370,NW,"ID",16,sleact,SLEACT,z,1.098,,,,,,0.072222222,-0.141666667,0,0,0,,0,159,159,309,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.76,0,,,,,,110,WORD,"ID",33,polite,POLITE,m,0.76,,,,,,0.072222222,-0.141666667,0,0,0,,0,160,160,49,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,0,,,,,,,,0.76,-1,,,,,,314,NW,"ID",33,sprine,SPRINE,z,,,,,,,0.072222222,-0.141666667,0,0,0,,0,161,161,253,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.413,1,,,,,,366,NW,"ID",16,toshel,TOSHEL,z,1.413,,,,,,0.072222222,-0.141666667,0,0,0,,0,162,162,305,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.717,0,,,,,,310,NW,"ID",33,daniet,DANIET,z,0.717,,,,,,0.072222222,-0.141666667,0,0,0,,0,163,163,249,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.817,1,,,,,,374,NW,"ID",16,sliant,SLIANT,z,0.817,,,,,,0.072222222,-0.141666667,0,0,0,,0,164,164,313,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.697,1,,,,,,238,WORD,UN,33,behalf,FLOWER,m,0.697,,,,,,0.072222222,-0.141666667,0,0,0,,0,165,165,177,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.153,1,,,,,,172,WORD,"ID",16,patrol,PATROL,m,1.153,,,,,,0.072222222,-0.141666667,0,0,0,,0,166,166,111,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.595,0,,,,,,19,WORD,UN,16,breast,PATRON,m,0.595,,,,,,0.072222222,-0.141666667,0,0,0,,0,167,167,198,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.356,1,,,,,,214,WORD,UN,33,phobia,INTAKE,m,0.356,,,,,,0.072222222,-0.141666667,0,0,0,,0,168,168,153,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.646,0,,,,,,361,NW,"ID",16,pauche,PAUCHE,z,0.646,,,,,,0.072222222,-0.141666667,0,0,0,,0,169,169,300,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.837,0,,,,,,30,WORD,UN,16,weapon,ORIENT,m,0.837,,,,,,0.072222222,-0.141666667,0,0,0,,0,170,170,209,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.822,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,0.822,,,,,,0.072222222,-0.141666667,0,0,0,,0,171,171,451,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.816,1,,,,,,232,WORD,UN,33,nature,INJECT,m,0.816,,,,,,0.072222222,-0.141666667,0,0,0,,0,172,172,171,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.758,1,,,,,,21,WORD,UN,16,jockey,SIMPLE,m,0.758,,,,,,0.072222222,-0.141666667,0,0,0,,0,173,173,200,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.953,1,,,,,,384,NW,"ID",16,guesco,GUESCO,z,0.953,,,,,,0.072222222,-0.141666667,0,0,0,,0,174,174,323,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.801,1,,,,,,381,NW,"ID",16,huniek,HUNIEK,z,0.801,,,,,,0.072222222,-0.141666667,0,0,0,,0,175,175,320,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.932,0,,,,,,292,NW,UN,16,swance,ABLINT,z,0.932,,,,,,0.072222222,-0.141666667,0,0,0,,0,176,176,471,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.786,1,,,,,,92,WORD,"ID",33,strand,STRAND,m,0.786,,,,,,0.072222222,-0.141666667,0,0,0,,0,177,177,31,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.74,0,,,,,,165,WORD,"ID",16,invest,INVEST,m,0.74,,,,,,0.072222222,-0.141666667,0,0,0,,0,178,178,104,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.992,1,,,,,,415,NW,"ID",16,higsta,HIGSTA,z,0.992,,,,,,0.072222222,-0.141666667,0,0,0,,0,179,179,354,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.046,1,,,,,,83,WORD,"ID",33,result,RESULT,m,1.046,,,,,,0.072222222,-0.141666667,0,0,0,,0,180,180,22,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.855,0,,,,,,388,NW,"ID",16,cragin,CRAGIN,z,0.855,,,,,,0.072222222,-0.141666667,0,0,0,,0,181,181,327,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.891,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,0.891,,,,,,0.072222222,-0.141666667,0,0,0,,0,182,182,146,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.69,1,,,,,,130,WORD,"ID",16,stupid,STUPID,m,0.69,,,,,,0.072222222,-0.141666667,0,0,0,,0,183,183,69,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.837,1,,,,,,37,WORD,UN,16,powder,INSULT,m,0.837,,,,,,0.072222222,-0.141666667,0,0,0,,0,184,184,216,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.728,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,0.728,,,,,,0.072222222,-0.141666667,0,0,0,,0,185,185,156,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.66,0,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,0.66,,,,,,0.072222222,-0.141666667,0,0,0,,0,186,186,57,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.655,1,,,,,,102,WORD,"ID",33,direct,DIRECT,m,0.655,,,,,,0.072222222,-0.141666667,0,0,0,,0,187,187,41,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.67,1,,,,,,136,WORD,"ID",16,bleach,BLEACH,m,0.67,,,,,,0.072222222,-0.141666667,0,0,0,,0,188,188,75,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.624,0,,,,,,239,WORD,UN,33,forest,LUMBER,m,0.624,,,,,,0.072222222,-0.141666667,0,0,0,,0,189,189,178,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.8,0,,,,,,441,NW,UN,33,aboune,RASTOE,z,0.8,,,,,,0.072222222,-0.141666667,0,0,0,,0,190,190,380,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.765,0,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,0.765,,,,,,0.072222222,-0.141666667,0,0,0,,0,191,191,144,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.869,1,,,,,,306,NW,"ID",33,sounge,SOUNGE,z,0.869,,,,,,0.072222222,-0.141666667,0,0,0,,0,192,192,245,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.844,1,,,,,,181,WORD,UN,33,winter,GLANCE,m,0.844,,,,,,0.072222222,-0.141666667,0,0,0,,0,193,193,120,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.732,0,,,,,,369,NW,"ID",16,wronch,WRONCH,z,0.732,,,,,,0.072222222,-0.141666667,0,0,0,,0,194,194,308,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.802,0,,,,,,101,WORD,"ID",33,wrench,WRENCH,m,0.802,,,,,,0.072222222,-0.141666667,0,0,0,,0,195,195,40,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.602,0,,,,,,322,NW,"ID",33,slanch,SLANCH,z,0.602,,,,,,0.072222222,-0.141666667,0,0,0,,0,196,196,261,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.55,1,,,,,,437,NW,UN,33,baitch,SNAPEL,z,0.55,,,,,,0.072222222,-0.141666667,0,0,0,,0,197,197,376,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.525,0,,,,,,70,WORD,"ID",33,square,SQUARE,m,0.525,,,,,,0.072222222,-0.141666667,0,0,0,,0,198,198,9,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.722,0,,,,,,380,NW,"ID",16,cavory,CAVORY,z,0.722,,,,,,0.072222222,-0.141666667,0,0,0,,0,199,199,319,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.706,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,0.706,,,,,,0.072222222,-0.141666667,0,0,0,,0,200,200,137,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.651,1,,,,,,221,WORD,UN,33,hinder,MASCOT,m,0.651,,,,,,0.072222222,-0.141666667,0,0,0,,0,201,201,160,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.819,0,,,,,,299,NW,UN,16,yarion,STURCH,z,0.819,,,,,,0.072222222,-0.141666667,0,0,0,,0,202,202,478,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.731,0,,,,,,279,NW,UN,16,curbol,CELOND,z,0.731,,,,,,0.072222222,-0.141666667,0,0,0,,0,203,203,458,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.47,1,,,,,,343,NW,"ID",33,aimosy,AIMOSY,z,0.47,,,,,,0.072222222,-0.141666667,0,0,0,,0,204,204,282,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.59,0,,,,,,319,NW,"ID",33,zomber,ZOMBER,z,0.59,,,,,,0.072222222,-0.141666667,0,0,0,,0,205,205,258,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.736,0,,,,,,131,WORD,"ID",16,quench,QUENCH,m,0.736,,,,,,0.072222222,-0.141666667,0,0,0,,0,206,206,70,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.637,0,,,,,,247,NW,UN,16,strole,BLARGE,z,0.637,,,,,,0.072222222,-0.141666667,0,0,0,,0,207,207,426,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.749,1,,,,,,39,WORD,UN,16,convey,INSECT,m,0.749,,,,,,0.072222222,-0.141666667,0,0,0,,0,208,208,218,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.814,0,,,,,,453,NW,UN,33,scouge,BOLVIS,z,0.814,,,,,,0.072222222,-0.141666667,0,0,0,,0,209,209,392,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.438,0,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,0.438,,,,,,0.072222222,-0.141666667,0,0,0,,0,210,210,64,1,
