counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.635,1,,,,,,161,WORD,UN,16,candle,PASTOR,m,0.635,,,,,,,-0.233072917,-0.328125,0,0,0,,0,137,137,220,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.578,1,,,,,,166,WORD,UN,16,design,STARCH,m,0.578,,,,,,,-0.233072917,-0.328125,0,0,0,,0,138,138,225,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.706,1,,,,,,420,NW,UN,16,pauche,GUSHOP,z,0.706,,,,,,,-0.233072917,-0.328125,0,0,0,,0,139,139,479,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.518,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,0.518,,,,,,,-0.233072917,-0.328125,0,0,0,,0,140,140,12,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.639,1,,,,,,171,WORD,UN,16,patrol,DEPART,m,0.639,,,,,,,-0.233072917,-0.328125,0,0,0,,0,141,141,230,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.529,1,,,,,,49,WORD,"ID",16,survey,SURVEY,m,0.529,,,,,,,-0.233072917,-0.328125,0,0,0,,0,142,142,108,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.587,1,,,,,,414,NW,UN,16,higsta,SERBOL,z,0.587,,,,,,,-0.233072917,-0.328125,0,0,0,,0,143,143,473,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.651,1,,,,,,271,NW,"ID",16,aubrid,AUBRID,z,0.651,,,,,,,-0.233072917,-0.328125,0,0,0,,0,144,144,330,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.513,1,,,,,,199,WORD,"ID",33,invoke,INVOKE,m,0.513,,,,,,,-0.233072917,-0.328125,0,0,0,,0,145,145,18,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.609,1,,,,,,184,WORD,"ID",33,sleazy,SLEAZY,m,0.609,,,,,,,-0.233072917,-0.328125,0,0,0,,0,146,146,3,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.65,1,,,,,,265,NW,"ID",16,distar,DISTAR,z,0.65,,,,,,,-0.233072917,-0.328125,0,0,0,,0,147,147,324,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.863,1,,,,,,255,NW,"ID",16,apight,APIGHT,z,0.863,,,,,,,-0.233072917,-0.328125,0,0,0,,0,148,148,314,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.569,0,,,,,,377,NW,UN,16,shrile,INJORE,z,0.569,,,,,,,-0.233072917,-0.328125,0,0,0,,0,149,149,436,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.644,1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,0.644,,,,,,,-0.233072917,-0.328125,0,0,0,,0,150,150,413,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.026,1,,,,,,325,NW,UN,33,iguade,THRUSE,z,1.026,,,,,,,-0.233072917,-0.328125,0,0,0,,0,151,151,384,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.566,1,,,,,,394,NW,UN,16,colury,SPAQUX,z,0.566,,,,,,,-0.233072917,-0.328125,0,0,0,,0,152,152,453,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.67,1,,,,,,257,NW,"ID",16,veniod,VENIOD,z,0.67,,,,,,,-0.233072917,-0.328125,0,0,0,,0,153,153,316,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.853,1,,,,,,342,NW,UN,33,aimosy,RANDOW,z,0.853,,,,,,,-0.233072917,-0.328125,0,0,0,,0,154,154,401,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.709,1,,,,,,32,WORD,"ID",16,buckle,BUCKLE,m,0.709,,,,,,,-0.233072917,-0.328125,0,0,0,,0,155,155,91,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.696,1,,,,,,321,NW,UN,33,slanch,MIATOR,z,0.696,,,,,,,-0.233072917,-0.328125,0,0,0,,0,156,156,380,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.563,1,,,,,,401,NW,UN,16,syntic,MUSTIL,z,0.563,,,,,,,-0.233072917,-0.328125,0,0,0,,0,157,157,460,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.589,1,,,,,,381,NW,UN,16,sarley,HUNIEK,z,0.589,,,,,,,-0.233072917,-0.328125,0,0,0,,0,158,158,440,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.727,1,,,,,,95,WORD,UN,33,ignore,THREAD,m,0.727,,,,,,,-0.233072917,-0.328125,0,0,0,,0,159,159,154,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.745,1,,,,,,316,NW,UN,33,worbal,SCREGM,z,0.745,,,,,,,-0.233072917,-0.328125,0,0,0,,0,160,160,375,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.644,1,,,,,,397,NW,UN,16,blunde,CAMBLE,z,0.644,,,,,,,-0.233072917,-0.328125,0,0,0,,0,161,161,456,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.613,1,,,,,,400,NW,UN,16,mustil,WEAROX,z,0.613,,,,,,,-0.233072917,-0.328125,0,0,0,,0,162,162,459,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.561,1,,,,,,403,NW,UN,16,cluirm,BRUATS,z,0.561,,,,,,,-0.233072917,-0.328125,0,0,0,,0,163,163,462,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.734,1,,,,,,17,WORD,"ID",16,charge,CHARGE,m,0.734,,,,,,,-0.233072917,-0.328125,0,0,0,,0,164,164,76,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.71,1,,,,,,360,NW,UN,33,fainch,DESORY,z,0.71,,,,,,,-0.233072917,-0.328125,0,0,0,,0,165,165,419,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.75,1,,,,,,113,WORD,UN,33,placid,CHORUS,m,0.75,,,,,,,-0.233072917,-0.328125,0,0,0,,0,166,166,172,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.606,1,,,,,,160,WORD,UN,16,pastor,VIOLET,m,0.606,,,,,,,-0.233072917,-0.328125,0,0,0,,0,167,167,219,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.604,1,,,,,,22,WORD,"ID",16,jockey,JOCKEY,m,0.604,,,,,,,-0.233072917,-0.328125,0,0,0,,0,168,168,81,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.568,1,,,,,,143,WORD,UN,16,sponge,REASON,m,0.568,,,,,,,-0.233072917,-0.328125,0,0,0,,0,169,169,202,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.755,1,,,,,,314,NW,UN,33,laston,SPRINE,z,0.755,,,,,,,-0.233072917,-0.328125,0,0,0,,0,170,170,373,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.561,1,,,,,,323,NW,UN,33,steikh,ROSAIL,z,0.561,,,,,,,-0.233072917,-0.328125,0,0,0,,0,171,171,382,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.569,1,,,,,,233,WORD,"ID",33,nature,NATURE,m,0.569,,,,,,,-0.233072917,-0.328125,0,0,0,,0,172,172,52,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.48,0,,,,,,47,WORD,"ID",16,income,INCOME,m,0.48,,,,,,,-0.233072917,-0.328125,0,0,0,,0,173,173,106,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.145,1,,,,,,207,WORD,"ID",33,wreath,WREATH,m,1.145,,,,,,,-0.233072917,-0.328125,0,0,0,,0,174,174,26,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.654,0,,,,,,425,NW,"ID",33,frudge,FRUDGE,z,0.654,,,,,,,-0.233072917,-0.328125,0,0,0,,0,175,175,244,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.616,1,,,,,,5,WORD,"ID",16,plunge,PLUNGE,m,0.616,,,,,,,-0.233072917,-0.328125,0,0,0,,0,176,176,64,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.694,1,,,,,,463,NW,"ID",33,kispel,KISPEL,z,0.694,,,,,,,-0.233072917,-0.328125,0,0,0,,0,177,177,282,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.619,1,,,,,,262,NW,"ID",16,quilew,QUILEW,z,0.619,,,,,,,-0.233072917,-0.328125,0,0,0,,0,178,178,321,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.783,1,,,,,,21,WORD,"ID",16,simple,SIMPLE,m,0.783,,,,,,,-0.233072917,-0.328125,0,0,0,,0,179,179,80,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.631,1,,,,,,460,NW,"ID",33,mingar,MINGAR,z,0.631,,,,,,,-0.233072917,-0.328125,0,0,0,,0,180,180,279,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.61,1,,,,,,445,NW,"ID",33,minkel,MINKEL,z,0.61,,,,,,,-0.233072917,-0.328125,0,0,0,,0,181,181,264,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.582,1,,,,,,79,WORD,UN,33,family,THEORY,m,0.582,,,,,,,-0.233072917,-0.328125,0,0,0,,0,182,182,138,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.556,1,,,,,,427,NW,"ID",33,schind,SCHIND,z,0.556,,,,,,,-0.233072917,-0.328125,0,0,0,,0,183,183,246,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.6,1,,,,,,289,NW,"ID",16,starby,STARBY,z,0.6,,,,,,,-0.233072917,-0.328125,0,0,0,,0,184,184,348,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.573,1,,,,,,84,WORD,UN,33,strand,MORTAL,m,0.573,,,,,,,-0.233072917,-0.328125,0,0,0,,0,185,185,143,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.554,1,,,,,,333,NW,UN,33,watmeg,CATRIE,z,0.554,,,,,,,-0.233072917,-0.328125,0,0,0,,0,186,186,392,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.596,1,,,,,,332,NW,UN,33,catrie,VANGUE,z,0.596,,,,,,,-0.233072917,-0.328125,0,0,0,,0,187,187,391,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.616,1,,,,,,345,NW,UN,33,saudic,ABSEND,z,0.616,,,,,,,-0.233072917,-0.328125,0,0,0,,0,188,188,404,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.617,0,,,,,,322,NW,UN,33,rosail,SLANCH,z,0.617,,,,,,,-0.233072917,-0.328125,0,0,0,,0,189,189,381,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.603,1,,,,,,426,NW,"ID",33,urivel,URIVEL,z,0.603,,,,,,,-0.233072917,-0.328125,0,0,0,,0,190,190,245,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.626,1,,,,,,25,WORD,"ID",16,domain,DOMAIN,m,0.626,,,,,,,-0.233072917,-0.328125,0,0,0,,0,191,191,84,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.152,0,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,1.152,,,,,,,-0.233072917,-0.328125,0,0,0,,0,192,192,144,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.458,1,,,,,,28,WORD,"ID",16,comedy,COMEDY,m,0.458,,,,,,,-0.233072917,-0.328125,0,0,0,,0,193,193,87,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.415,1,,,,,,229,WORD,"ID",33,mother,MOTHER,m,0.415,,,,,,,-0.233072917,-0.328125,0,0,0,,0,194,194,48,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.474,1,,,,,,167,WORD,UN,16,answer,DESIGN,m,0.474,,,,,,,-0.233072917,-0.328125,0,0,0,,0,195,195,226,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.647,1,,,,,,341,NW,UN,33,randow,MYRTIE,z,0.647,,,,,,,-0.233072917,-0.328125,0,0,0,,0,196,196,400,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.502,1,,,,,,150,WORD,UN,16,mystic,RANDOM,m,0.502,,,,,,,-0.233072917,-0.328125,0,0,0,,0,197,197,209,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.563,1,,,,,,278,NW,"ID",16,unighs,UNIGHS,z,0.563,,,,,,,-0.233072917,-0.328125,0,0,0,,0,198,198,337,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.925,1,,,,,,416,NW,UN,16,earoud,PATHEL,z,0.925,,,,,,,-0.233072917,-0.328125,0,0,0,,0,199,199,475,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.666,1,,,,,,153,WORD,UN,16,author,BEHOLD,m,0.666,,,,,,,-0.233072917,-0.328125,0,0,0,,0,200,200,212,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.572,1,,,,,,328,NW,UN,33,yarike,BROAKE,z,0.572,,,,,,,-0.233072917,-0.328125,0,0,0,,0,201,201,387,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.594,1,,,,,,470,NW,"ID",33,crudio,CRUDIO,z,0.594,,,,,,,-0.233072917,-0.328125,0,0,0,,0,202,202,289,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.569,1,,,,,,443,NW,"ID",33,dorsex,DORSEX,z,0.569,,,,,,,-0.233072917,-0.328125,0,0,0,,0,203,203,262,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.619,1,,,,,,72,WORD,UN,33,source,BRIGHT,m,0.619,,,,,,,-0.233072917,-0.328125,0,0,0,,0,204,204,131,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.518,1,,,,,,41,WORD,"ID",16,spring,SPRING,m,0.518,,,,,,,-0.233072917,-0.328125,0,0,0,,0,205,205,100,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.549,1,,,,,,104,WORD,UN,33,number,STUDIO,m,0.549,,,,,,,-0.233072917,-0.328125,0,0,0,,0,206,206,163,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.683,0,,,,,,284,NW,"ID",16,shaple,SHAPLE,z,0.683,,,,,,,-0.233072917,-0.328125,0,0,0,,0,207,207,343,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.555,1,,,,,,56,WORD,"ID",16,ambush,AMBUSH,m,0.555,,,,,,,-0.233072917,-0.328125,0,0,0,,0,208,208,115,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.527,1,,,,,,235,WORD,"ID",33,grumpy,GRUMPY,m,0.527,,,,,,,-0.233072917,-0.328125,0,0,0,,0,209,209,54,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.873,1,,,,,,4,WORD,"ID",16,trench,TRENCH,m,0.873,,,,,,,-0.233072917,-0.328125,0,0,0,,0,210,210,63,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.698,1,,,,,,365,NW,UN,16,toshel,GUAIRT,z,0.698,,,,,,,-0.233072917,-0.328125,0,0,0,,0,211,211,424,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.632,1,,,,,,172,WORD,UN,16,shower,PATROL,m,0.632,,,,,,,-0.233072917,-0.328125,0,0,0,,0,212,212,231,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.708,0,,,,,,462,NW,"ID",33,absult,ABSULT,z,0.708,,,,,,,-0.233072917,-0.328125,0,0,0,,0,213,213,281,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57,1,,,,,,3,WORD,"ID",16,knight,KNIGHT,m,0.57,,,,,,,-0.233072917,-0.328125,0,0,0,,0,214,214,62,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.626,1,,,,,,270,NW,"ID",16,wrimsy,WRIMSY,z,0.626,,,,,,,-0.233072917,-0.328125,0,0,0,,0,215,215,329,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.732,1,,,,,,320,NW,UN,33,miator,JOCKAL,z,0.732,,,,,,,-0.233072917,-0.328125,0,0,0,,0,216,216,379,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.872,1,,,,,,364,NW,UN,16,guairt,IMPOTE,z,0.872,,,,,,,-0.233072917,-0.328125,0,0,0,,0,217,217,423,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.666,1,,,,,,366,NW,UN,16,slique,TOSHEL,z,0.666,,,,,,,-0.233072917,-0.328125,0,0,0,,0,218,218,425,1,
