counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.78513,,,,,,,,0.78513,1,,,,,,265,NW,UN,16,varmit,DISTAR,z,,,,,,0.671875,-0.325520833,0,0,0,,0,135,135,444,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.86728,,,,,,,,0.86728,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,,,,,,0.671875,-0.325520833,0,0,0,,0,136,136,474,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.613975,,,,,,,,0.613975,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,,,,,,0.671875,-0.325520833,0,0,0,,0,137,137,210,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.663945,,,,,,,,0.663945,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,,,,,,0.671875,-0.325520833,0,0,0,,0,138,138,420,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.739715,,,,,,,,0.739715,1,,,,,,4,WORD,UN,16,plunge,TRENCH,m,,,,,,0.671875,-0.325520833,0,0,0,,0,139,139,183,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64705,,,,,,,,0.64705,1,,,,,,324,NW,"ID",33,steikh,STEIKH,z,,,,,,0.671875,-0.325520833,0,0,0,,0,140,140,263,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.87285,,,,,,,,0.87285,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,0.671875,-0.325520833,0,0,0,,0,141,141,366,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.89147,,,,,,,,0.89147,1,,,,,,302,NW,"ID",33,miluer,MILUER,z,,,,,,0.671875,-0.325520833,0,0,0,,0,142,142,241,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.62579,,,,,,,,0.62579,1,,,,,,35,WORD,UN,16,vanish,SOCKET,m,,,,,,0.671875,-0.325520833,0,0,0,,0,143,143,214,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.71766,,,,,,,,0.71766,1,,,,,,375,NW,"ID",16,yorque,YORQUE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,144,144,314,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.81537,,,,,,,,0.81537,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,145,145,49,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.824945,,,,,,,,0.824945,1,,,,,,114,WORD,"ID",33,placid,PLACID,m,,,,,,0.671875,-0.325520833,0,0,0,,0,146,146,53,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69567,,,,,,,,0.69567,1,,,,,,193,WORD,UN,33,mildew,OBJECT,m,,,,,,0.671875,-0.325520833,0,0,0,,0,147,147,132,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83985,,,,,,,,0.83985,1,,,,,,96,WORD,"ID",33,ignore,IGNORE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,148,148,35,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.656405,,,,,,,,0.656405,1,,,,,,18,WORD,UN,16,patron,HUMBLE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,149,149,197,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.650795,,,,,,,,0.650795,1,,,,,,128,WORD,"ID",16,senior,SENIOR,m,,,,,,0.671875,-0.325520833,0,0,0,,0,150,150,67,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.718575,,,,,,,,0.718575,1,,,,,,403,NW,"ID",16,bruats,BRUATS,z,,,,,,0.671875,-0.325520833,0,0,0,,0,151,151,342,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.720845,,,,,,,,0.720845,1,,,,,,162,WORD,"ID",16,candle,CANDLE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,152,152,101,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.78037,,,,,,,,0.78037,1,,,,,,291,NW,UN,16,ablint,PRETCH,z,,,,,,0.671875,-0.325520833,0,0,0,,0,153,153,470,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.910755,,,,,,,,0.910755,1,,,,,,338,NW,"ID",33,wreash,WREASH,z,,,,,,0.671875,-0.325520833,0,0,0,,0,154,154,277,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.75008,,,,,,,,0.75008,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,155,155,138,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.79513,,,,,,,,0.79513,1,,,,,,288,NW,UN,16,starby,YACEUP,z,,,,,,0.671875,-0.325520833,0,0,0,,0,156,156,467,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.798065,,,,,,,,0.798065,1,,,,,,359,NW,"ID",33,fonver,FONVER,z,,,,,,0.671875,-0.325520833,0,0,0,,0,157,157,298,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.766145,,,,,,,,0.766145,1,,,,,,175,WORD,"ID",16,fabric,FABRIC,m,,,,,,0.671875,-0.325520833,0,0,0,,0,158,158,114,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.68298,,,,,,,,0.68298,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,,,,,,0.671875,-0.325520833,0,0,0,,0,159,159,465,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.74021,,,,,,,,0.74021,1,,,,,,133,WORD,"ID",16,chrome,CHROME,m,,,,,,0.671875,-0.325520833,0,0,0,,0,160,160,72,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81355,,,,,,,,0.81355,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,,,,,,0.671875,-0.325520833,0,0,0,,0,161,161,328,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.795195,,,,,,,,0.795195,1,,,,,,292,NW,UN,16,swance,ABLINT,z,,,,,,0.671875,-0.325520833,0,0,0,,0,162,162,471,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.66144,,,,,,,,0.66144,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,,,,,,0.671875,-0.325520833,0,0,0,,0,163,163,137,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.79804,,,,,,,,0.79804,1,,,,,,298,NW,UN,16,sturch,PIERGY,z,,,,,,0.671875,-0.325520833,0,0,0,,0,164,164,477,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63239,,,,,,,,0.63239,1,,,,,,331,NW,"ID",33,gilfew,GILFEW,z,,,,,,0.671875,-0.325520833,0,0,0,,0,165,165,270,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.73045,,,,,,,,0.73045,1,,,,,,255,NW,UN,16,inlors,APIGHT,z,,,,,,0.671875,-0.325520833,0,0,0,,0,166,166,434,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.592255,,,,,,,,0.592255,1,,,,,,191,WORD,UN,33,beacon,STABLE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,167,167,130,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.722665,,,,,,,,0.722665,1,,,,,,420,NW,"ID",16,gushop,GUSHOP,z,,,,,,0.671875,-0.325520833,0,0,0,,0,168,168,359,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.635435,,,,,,,,0.635435,1,,,,,,51,WORD,UN,16,impose,HUNGRY,m,,,,,,0.671875,-0.325520833,0,0,0,,0,169,169,230,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.599135,,,,,,,,0.599135,1,,,,,,2,WORD,UN,16,knight,BRIDGE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,170,170,181,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.59709,,,,,,,,0.59709,1,,,,,,243,NW,UN,16,eatric,MUSIED,z,,,,,,0.671875,-0.325520833,0,0,0,,0,171,171,422,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.612305,,,,,,,,0.612305,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,,,,,,0.671875,-0.325520833,0,0,0,,0,172,172,451,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.61478,,,,,,,,0.61478,1,,,,,,448,NW,UN,33,brunge,SADENT,z,,,,,,0.671875,-0.325520833,0,0,0,,0,173,173,387,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.60538,,,,,,,,0.60538,1,,,,,,73,WORD,"ID",33,source,SOURCE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,174,174,12,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.87528,,,,,,,,0.87528,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,175,175,400,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.89509,,,,,,,,0.89509,1,,,,,,190,WORD,UN,33,stable,BACKUP,m,,,,,,0.671875,-0.325520833,0,0,0,,0,176,176,129,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.77675,,,,,,,,0.77675,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,,,,,,0.671875,-0.325520833,0,0,0,,0,177,177,39,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.712115,,,,,,,,0.712115,1,,,,,,5,WORD,UN,16,bundle,PLUNGE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,178,178,184,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.734065,,,,,,,,0.734065,1,,,,,,250,NW,UN,16,lupict,MILTED,z,,,,,,0.671875,-0.325520833,0,0,0,,0,179,179,429,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.78172,,,,,,,,0.78172,1,,,,,,183,WORD,UN,33,sleazy,MILDEW,m,,,,,,0.671875,-0.325520833,0,0,0,,0,180,180,122,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.803485,,,,,,,,0.803485,1,,,,,,131,WORD,"ID",16,quench,QUENCH,m,,,,,,0.671875,-0.325520833,0,0,0,,0,181,181,70,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.748305,,,,,,,,0.748305,1,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,,,,,,0.671875,-0.325520833,0,0,0,,0,182,182,54,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.77,,,,,,,,0.77,1,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,,,,,,0.671875,-0.325520833,0,0,0,,0,183,183,259,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74158,,,,,,,,0.74158,1,,,,,,343,NW,"ID",33,aimosy,AIMOSY,z,,,,,,0.671875,-0.325520833,0,0,0,,0,184,184,282,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.69864,,,,,,,,0.69864,1,,,,,,367,NW,"ID",16,slique,SLIQUE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,185,185,306,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.642095,,,,,,,,0.642095,1,,,,,,289,NW,UN,16,splino,STARBY,z,,,,,,0.671875,-0.325520833,0,0,0,,0,186,186,468,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.665005,,,,,,,,0.665005,1,,,,,,153,WORD,"ID",16,behold,BEHOLD,m,,,,,,0.671875,-0.325520833,0,0,0,,0,187,187,92,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.9676,,,,,,,,0.9676,1,,,,,,238,WORD,UN,33,behalf,FLOWER,m,,,,,,0.671875,-0.325520833,0,0,0,,0,188,188,177,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.729085,,,,,,,,0.729085,1,,,,,,352,NW,"ID",33,tringe,TRINGE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,189,189,291,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.933745,,,,,,,,0.933745,1,,,,,,326,NW,"ID",33,iguade,IGUADE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,190,190,265,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.81887,,,,,,,,0.81887,1,,,,,,388,NW,"ID",16,cragin,CRAGIN,z,,,,,,0.671875,-0.325520833,0,0,0,,0,191,191,327,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.83018,,,,,,,,0.83018,1,,,,,,142,WORD,"ID",16,spruce,SPRUCE,m,,,,,,0.671875,-0.325520833,0,0,0,,0,192,192,81,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.78628,,,,,,,,0.78628,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,,,,,,0.671875,-0.325520833,0,0,0,,0,193,193,170,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.822435,,,,,,,,0.822435,1,,,,,,204,WORD,UN,33,lounge,BURDEN,m,,,,,,0.671875,-0.325520833,0,0,0,,0,194,194,143,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.95199,,,,,,,,0.95199,1,,,,,,392,NW,"ID",16,rouncy,ROUNCY,z,,,,,,0.671875,-0.325520833,0,0,0,,0,195,195,331,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.89616,,,,,,,,0.89616,1,,,,,,336,NW,"ID",33,ghodus,GHODUS,z,,,,,,0.671875,-0.325520833,0,0,0,,0,196,196,275,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.85458,,,,,,,,0.85458,1,,,,,,342,NW,"ID",33,randow,RANDOW,z,,,,,,0.671875,-0.325520833,0,0,0,,0,197,197,281,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.780775,,,,,,,,0.780775,1,,,,,,59,WORD,UN,16,pencil,SPLINT,m,,,,,,0.671875,-0.325520833,0,0,0,,0,198,198,238,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.920345,,,,,,,,0.920345,1,,,,,,143,WORD,"ID",16,reason,REASON,m,,,,,,0.671875,-0.325520833,0,0,0,,0,199,199,82,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.773215,,,,,,,,0.773215,1,,,,,,400,NW,"ID",16,wearox,WEAROX,z,,,,,,0.671875,-0.325520833,0,0,0,,0,200,200,339,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.68159,,,,,,,,0.68159,1,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,201,201,246,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.933955,,,,,,,,0.933955,1,,,,,,398,NW,"ID",16,blunde,BLUNDE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,202,202,337,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.63819,,,,,,,,0.63819,1,,,,,,164,WORD,"ID",16,market,MARKET,m,,,,,,0.671875,-0.325520833,0,0,0,,0,203,203,103,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.782895,,,,,,,,0.782895,1,,,,,,36,WORD,UN,16,insult,VANISH,m,,,,,,0.671875,-0.325520833,0,0,0,,0,204,204,215,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.720765,,,,,,,,0.720765,1,,,,,,415,NW,"ID",16,higsta,HIGSTA,z,,,,,,0.671875,-0.325520833,0,0,0,,0,205,205,354,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.771085,,,,,,,,0.771085,1,,,,,,267,NW,UN,16,packes,PASINK,z,,,,,,0.671875,-0.325520833,0,0,0,,0,206,206,446,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69707,,,,,,,,0.69707,1,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,,,,,,0.671875,-0.325520833,0,0,0,,0,207,207,52,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.714805,,,,,,,,0.714805,1,,,,,,80,WORD,"ID",33,family,FAMILY,m,,,,,,0.671875,-0.325520833,0,0,0,,0,208,208,19,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.64322,,,,,,,,0.64322,1,,,,,,104,WORD,"ID",33,studio,STUDIO,m,,,,,,0.671875,-0.325520833,0,0,0,,0,209,209,43,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.646635,,,,,,,,0.646635,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,,,,,,0.671875,-0.325520833,0,0,0,,0,210,210,406,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.6695,,,,,,,,0.6695,1,,,,,,438,NW,UN,33,limpor,BAITCH,z,,,,,,0.671875,-0.325520833,0,0,0,,0,211,211,377,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.76469,,,,,,,,0.76469,1,,,,,,435,NW,UN,33,frutan,IMPURB,z,,,,,,0.671875,-0.325520833,0,0,0,,0,212,212,374,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.620195,,,,,,,,1.620195,1,,,,,,303,NW,"ID",33,fiream,FIREAM,z,,,,,,0.671875,-0.325520833,0,0,0,,0,213,213,242,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.72573,,,,,,,,0.72573,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,,,,,,0.671875,-0.325520833,0,0,0,,0,214,214,133,1,,
,,,,,,,,,,,,,,,,,,5cba2e9af429ff00159dda71,2020-11-26_16h00.20.925,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.67412,,,,,,,,0.67412,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,,,,,,0.671875,-0.325520833,0,0,0,,0,215,215,15,1,,
