counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.683,,,,,,,,0.683,1,,,,,,271,NW,"ID",50,aubrid,AUBRID,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,140,140,330,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.791,,,,,,,,0.791,1,,,,,,325,NW,UN,33,iguade,THRUSE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,141,141,384,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.584,,,,,,,,0.584,1,,,,,,53,WORD,"ID",50,police,POLICE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,142,142,112,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.683,,,,,,,,0.683,1,,,,,,374,NW,UN,50,yorque,SLIANT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,143,143,433,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.784,,,,,,,,0.784,1,,,,,,111,WORD,UN,33,breath,INDUCE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,144,144,170,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.667,,,,,,,,0.667,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,145,145,17,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.601,,,,,,,,0.601,1,,,,,,10,WORD,"ID",50,ethnic,ETHNIC,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,146,146,69,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.842,,,,,,,,0.842,1,,,,,,220,WORD,"ID",33,voyage,VOYAGE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,147,147,39,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.582,,,,,,,,0.582,0,,,,,,365,NW,UN,50,toshel,GUAIRT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,148,148,424,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.941,,,,,,,,0.941,1,,,,,,338,NW,UN,33,fachow,WREASH,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,149,149,397,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.065,,,,,,,,1.065,1,,,,,,26,WORD,"ID",50,sprint,SPRINT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,150,150,85,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.119,,,,,,,,1.119,1,,,,,,142,WORD,UN,50,reason,SPRUCE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,151,151,201,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.004,,,,,,,,1.004,1,,,,,,184,WORD,"ID",33,sleazy,SLEAZY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,152,152,3,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.676,,,,,,,,0.676,1,,,,,,55,WORD,"ID",50,stroke,STROKE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,153,153,114,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.882,,,,,,,,0.882,1,,,,,,347,NW,UN,33,dumple,KERIFT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,154,154,406,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.106,,,,,,,,1.106,1,,,,,,135,WORD,UN,50,bleach,IMPORT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,155,155,194,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.883,,,,,,,,0.883,1,,,,,,216,WORD,"ID",33,behalf,BEHALF,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,156,156,35,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.622,,,,,,,,0.622,1,,,,,,202,WORD,"ID",33,factor,FACTOR,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,157,157,21,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.885,,,,,,,,0.885,1,,,,,,398,NW,UN,50,fouret,BLUNDE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,158,158,457,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.292,,,,,,,,1.292,1,,,,,,299,NW,"ID",50,sturch,STURCH,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,159,159,358,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.656,,,,,,,,0.656,1,,,,,,23,WORD,"ID",50,wealth,WEALTH,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,160,160,82,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.784,,,,,,,,0.784,1,,,,,,169,WORD,UN,50,pounce,GENIUS,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,161,161,228,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.873,,,,,,,,0.873,1,,,,,,368,NW,UN,50,wronch,HORNAL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,162,162,427,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.866,,,,,,,,0.866,1,,,,,,344,NW,UN,33,absend,SCRILY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,163,163,403,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.639,,,,,,,,0.639,1,,,,,,62,WORD,UN,33,launch,REGION,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,164,164,121,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.007,,,,,,,,1.007,1,,,,,,269,NW,"ID",50,orchet,ORCHET,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,165,165,328,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.818,,,,,,,,0.818,0,,,,,,114,WORD,UN,33,guitar,PLACID,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,166,166,173,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.225,,,,,,,,1.225,1,,,,,,366,NW,UN,50,slique,TOSHEL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,167,167,425,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.787,,,,,,,,0.787,1,,,,,,442,NW,"ID",33,aboune,ABOUNE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,168,168,261,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.693,,,,,,,,0.693,1,,,,,,339,NW,UN,33,fiatch,FACHOW,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,169,169,398,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.634,,,,,,,,0.634,1,,,,,,419,NW,UN,50,gushop,SLOUNT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,170,170,478,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.748,,,,,,,,0.748,1,,,,,,88,WORD,UN,33,permit,HUNGER,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,171,171,147,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.854,,,,,,,,0.854,1,,,,,,171,WORD,UN,50,patrol,DEPART,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,172,172,230,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.638,,,,,,,,0.638,1,,,,,,79,WORD,UN,33,family,THEORY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,173,173,138,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.558,,,,,,,,0.558,1,,,,,,15,WORD,"ID",50,amount,AMOUNT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,174,174,74,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.633,,,,,,,,0.633,0,,,,,,303,NW,UN,33,cludie,FIREAM,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,175,175,362,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.849,,,,,,,,1.849,1,,,,,,412,NW,UN,50,equats,JILUER,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,176,176,471,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.832,,,,,,,,0.832,1,,,,,,127,WORD,UN,50,senior,CASTLE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,177,177,186,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.039,,,,,,,,1.039,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,178,178,12,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.316,,,,,,,,1.316,1,,,,,,248,NW,"ID",50,strole,STROLE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,179,179,307,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.884,,,,,,,,0.884,1,,,,,,408,NW,UN,50,elopia,HURNIA,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,180,180,467,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.683,,,,,,,,0.683,1,,,,,,395,NW,UN,50,flengy,COLURY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,181,181,454,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.833,,,,,,,,0.833,1,,,,,,385,NW,UN,50,ancust,VEIGMA,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,182,182,444,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.8,,,,,,,,0.8,1,,,,,,84,WORD,UN,33,strand,MORTAL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,183,183,143,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.616,,,,,,,,0.616,1,,,,,,116,WORD,UN,33,branch,TUMBLE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,184,184,175,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.778,,,,,,,,0.778,1,,,,,,388,NW,UN,50,witmer,CRAGIN,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,185,185,447,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.599,,,,,,,,0.599,1,,,,,,42,WORD,"ID",50,chapel,CHAPEL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,186,186,101,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.588,,,,,,,,0.588,1,,,,,,11,WORD,"ID",50,cruise,CRUISE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,187,187,70,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.694,,,,,,,,0.694,1,,,,,,276,NW,"ID",50,yarmon,YARMON,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,188,188,335,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.876,,,,,,,,0.876,1,,,,,,24,WORD,"ID",50,praise,PRAISE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,189,189,83,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.674,,,,,,,,0.674,1,,,,,,331,NW,UN,33,vangue,GILFEW,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,190,190,390,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.915,,,,,,,,0.915,1,,,,,,270,NW,"ID",50,wrimsy,WRIMSY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,191,191,329,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.702,,,,,,,,0.702,1,,,,,,218,WORD,"ID",33,shrink,SHRINK,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,192,192,37,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.783,,,,,,,,0.783,1,,,,,,413,NW,UN,50,serbol,EQUATS,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,193,193,472,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.005,,,,,,,,1.005,1,,,,,,237,WORD,"ID",33,poster,POSTER,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,194,194,56,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.837,,,,,,,,0.837,1,,,,,,360,NW,UN,33,fainch,DESORY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,195,195,419,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.087,,,,,,,,1.087,1,,,,,,245,NW,"ID",50,anougs,ANOUGS,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,196,196,304,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.756,,,,,,,,0.756,1,,,,,,379,NW,UN,50,cavory,AUTING,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,197,197,438,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.744,,,,,,,,0.744,1,,,,,,227,WORD,"ID",33,seldom,SELDOM,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,198,198,46,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.75,,,,,,,,0.75,1,,,,,,414,NW,UN,50,higsta,SERBOL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,199,199,473,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.75,-1,,,,,,382,NW,UN,50,aungre,SARLEY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,200,200,441,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.085,,,,,,,,0.085,1,,,,,,287,NW,"ID",50,nymbel,NYMBEL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,201,201,346,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.109,,,,,,,,1.109,1,,,,,,234,WORD,"ID",33,clumsy,CLUMSY,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,202,202,53,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.289,,,,,,,,1.289,1,,,,,,98,WORD,UN,33,fluent,BELONG,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,203,203,157,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.776,,,,,,,,1.776,1,,,,,,433,NW,"ID",33,drance,DRANCE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,204,204,252,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.716,,,,,,,,0.716,0,,,,,,337,NW,UN,33,wreash,REJOLS,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,205,205,396,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.866,,,,,,,,1.866,1,,,,,,30,WORD,"ID",50,orient,ORIENT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,206,206,89,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.822,,,,,,,,0.822,1,,,,,,240,WORD,"ID",33,forest,FOREST,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,207,207,59,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.266,,,,,,,,1.266,1,,,,,,363,NW,UN,50,impote,BREALI,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,208,208,422,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.868,,,,,,,,0.868,0,,,,,,378,NW,UN,50,auting,SHRILE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,209,209,437,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.252,,,,,,,,1.252,1,,,,,,315,NW,UN,33,scregm,LASTON,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,210,210,374,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,1.252,-1,,,,,,330,NW,UN,33,gilfew,KENSOM,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,211,211,389,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,1.091,,,,,,,,1.091,0,,,,,,66,WORD,UN,33,policy,GOSPEL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,212,212,125,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.76,,,,,,,,0.76,1,,,,,,292,NW,"ID",50,ablint,ABLINT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,213,213,351,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.183,,,,,,,,0.183,0,,,,,,189,WORD,"ID",33,censor,CENSOR,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,214,214,8,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.166,,,,,,,,0.166,1,,,,,,39,WORD,"ID",50,insect,INSECT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,215,215,98,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.166,-1,,,,,,259,NW,"ID",50,soudal,SOUDAL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,216,216,318,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.886,,,,,,,,0.886,0,,,,,,140,WORD,UN,50,chrome,PRINCE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,217,217,199,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.733,,,,,,,,0.733,0,,,,,,438,NW,"ID",33,baitch,BAITCH,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,218,218,257,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.936,,,,,,,,1.936,1,,,,,,400,NW,UN,50,mustil,WEAROX,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,219,219,459,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.573,,,,,,,,0.573,1,,,,,,333,NW,UN,33,watmeg,CATRIE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,220,220,392,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.831,,,,,,,,1.831,1,,,,,,324,NW,UN,33,thruse,STEIKH,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,221,221,383,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.56,,,,,,,,0.56,1,,,,,,273,NW,"ID",50,sortel,SORTEL,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,222,222,332,1,
