counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.514644351,-0.292887029,1,0,0,0.589,button_right,0.589,1,,,,,,157,WORD,"ID",50,dragon,DRAGON,m,,,,,,0.514644351,-0.292887029,1,0,0,,0,128,128,96,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.5,-0.294979079,1,0,0,0.772,button_right,0.772,0,,,,,,357,NW,"ID",33,derain,DERAIN,z,,,,,,0.5,-0.294979079,1,0,0,,0,129,129,296,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.464435146,-0.30125523,1,0,0,0.604,button_left,0.604,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,,,,,,-0.464435146,-0.30125523,1,0,0,,0,130,130,404,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.5,-0.274058577,1,0,0,0.639,button_left,0.639,1,,,,,,275,NW,UN,50,yarmon,SLEIRT,z,,,,,,-0.5,-0.274058577,1,0,0,,0,131,131,454,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.491631799,-0.307531381,1,0,0,0.704,button_right,0.704,1,,,,,,9,WORD,UN,50,bridge,HUSTLE,m,,,,,,0.491631799,-0.307531381,1,0,0,,0,132,132,188,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.479079498,-0.292887029,1,0,0,0.704,button_left,0.704,1,,,,,,366,NW,"ID",50,toshel,TOSHEL,z,,,,,,-0.479079498,-0.292887029,1,0,0,,0,133,133,305,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.49790795,-0.278242678,1,0,0,0.722,button_left,0.722,1,,,,,,258,NW,UN,50,soudal,POLUTH,z,,,,,,-0.49790795,-0.278242678,1,0,0,,0,134,134,437,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.481171548,-0.282426778,1,0,0,0.634,button_left,0.634,1,,,,,,389,NW,"ID",50,witmer,WITMER,z,,,,,,-0.481171548,-0.282426778,1,0,0,,0,135,135,328,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.483263598,-0.311715481,1,0,0,0.601,button_right,0.601,1,,,,,,144,WORD,"ID",50,sponge,SPONGE,m,,,,,,0.483263598,-0.311715481,1,0,0,,0,136,136,83,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.447698745,-0.307531381,1,0,0,0.772,button_left,0.772,1,,,,,,323,NW,"ID",33,rosail,ROSAIL,z,,,,,,-0.447698745,-0.307531381,1,0,0,,0,137,137,262,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.449790795,-0.30125523,1,0,0,0.718,button_left,0.718,1,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,,,,,,-0.449790795,-0.30125523,1,0,0,,0,138,138,293,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.49790795,-0.313807531,1,0,0,0.539,button_right,0.539,1,,,,,,180,WORD,"ID",50,silent,SILENT,m,,,,,,0.49790795,-0.313807531,1,0,0,,0,139,139,119,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.428870293,-0.313807531,1,0,0,0.854,button_left,0.854,1,,,,,,249,NW,UN,50,milted,BATROL,z,,,,,,-0.428870293,-0.313807531,1,0,0,,0,140,140,428,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.470711297,-0.30334728,1,0,0,0.72,button_left,0.72,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,,,,,,-0.470711297,-0.30334728,1,0,0,,0,141,141,414,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.445606695,-0.311715481,1,0,0,1.134,button_left,1.134,1,,,,,,413,NW,"ID",50,equats,EQUATS,z,,,,,,-0.445606695,-0.311715481,1,0,0,,0,142,142,352,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.466527197,-0.315899582,1,0,0,0.656,button_right,0.656,1,,,,,,19,WORD,UN,50,breast,PATRON,m,,,,,,0.466527197,-0.315899582,1,0,0,,0,143,143,198,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.476987448,-0.282426778,1,0,0,0.687,button_left,0.687,1,,,,,,448,NW,UN,33,brunge,SADENT,z,,,,,,-0.476987448,-0.282426778,1,0,0,,0,144,144,387,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.487447699,-0.280334728,1,0,0,0.804,button_left,0.804,1,,,,,,293,NW,UN,50,inhort,SWANCE,z,,,,,,-0.487447699,-0.280334728,1,0,0,,0,145,145,472,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.470711297,-0.292887029,1,0,0,0.737,button_left,0.737,1,,,,,,415,NW,"ID",50,higsta,HIGSTA,z,,,,,,-0.470711297,-0.292887029,1,0,0,,0,146,146,354,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.449790795,-0.326359833,1,0,0,0.703,button_right,0.703,1,,,,,,151,WORD,"ID",50,mystic,MYSTIC,m,,,,,,0.449790795,-0.326359833,1,0,0,,0,147,147,90,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.481171548,-0.317991632,1,0,0,0.687,button_right,0.687,1,,,,,,13,WORD,UN,50,almost,STRIVE,m,,,,,,0.481171548,-0.317991632,1,0,0,,0,148,148,192,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.489539749,-0.290794979,1,0,0,0.837,button_left,0.837,1,,,,,,382,NW,"ID",50,sarley,SARLEY,z,,,,,,-0.489539749,-0.290794979,1,0,0,,0,149,149,321,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.466527197,-0.294979079,1,0,0,0.704,button_left,0.704,1,,,,,,404,NW,"ID",50,cluirm,CLUIRM,z,,,,,,-0.466527197,-0.294979079,1,0,0,,0,150,150,343,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.445606695,-0.328451883,1,0,0,0.688,button_right,0.688,1,,,,,,111,WORD,"ID",33,induce,INDUCE,m,,,,,,0.445606695,-0.328451883,1,0,0,,0,151,151,50,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.456066946,-0.292887029,1,0,0,0.901,button_left,0.901,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,,,,,,-0.456066946,-0.292887029,1,0,0,,0,152,152,417,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.468619247,-0.294979079,1,0,0,0.716,button_left,0.716,0,,,,,,114,WORD,"ID",33,placid,PLACID,m,,,,,,-0.468619247,-0.294979079,1,0,0,,0,153,153,53,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.445606695,-0.328451883,1,0,0,0.84,button_right,0.84,1,,,,,,171,WORD,"ID",50,depart,DEPART,m,,,,,,0.445606695,-0.328451883,1,0,0,,0,154,154,110,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.466527197,-0.286610879,1,0,0,0.739,button_left,0.739,1,,,,,,469,NW,UN,33,crudio,PADIFS,z,,,,,,-0.466527197,-0.286610879,1,0,0,,0,155,155,408,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.474895397,-0.322175732,1,0,0,0.589,button_right,0.589,1,,,,,,130,WORD,"ID",50,stupid,STUPID,m,,,,,,0.474895397,-0.322175732,1,0,0,,0,156,156,69,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.456066946,-0.30125523,1,0,0,0.72,button_left,0.72,1,,,,,,272,NW,UN,50,sortel,DAMILT,z,,,,,,-0.456066946,-0.30125523,1,0,0,,0,157,157,451,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.472803347,-0.290794979,1,0,0,0.805,button_left,0.805,1,,,,,,374,NW,"ID",50,sliant,SLIANT,z,,,,,,-0.472803347,-0.290794979,1,0,0,,0,158,158,313,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.479079498,-0.320083682,1,0,0,0.722,button_right,0.722,0,,,,,,304,NW,"ID",33,cludie,CLUDIE,z,,,,,,0.479079498,-0.320083682,1,0,0,,0,159,159,243,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.481171548,-0.320083682,1,0,0,0.753,button_right,0.753,1,,,,,,18,WORD,UN,50,patron,HUMBLE,m,,,,,,0.481171548,-0.320083682,1,0,0,,0,160,160,197,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.474895397,-0.288702929,1,0,0,1.089,button_left,1.089,1,,,,,,313,NW,"ID",33,paurse,PAURSE,z,,,,,,-0.474895397,-0.288702929,1,0,0,,0,161,161,252,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.491631799,-0.30334728,1,0,0,0.705,button_right,0.705,1,,,,,,121,WORD,"ID",50,thrive,THRIVE,m,,,,,,0.491631799,-0.30334728,1,0,0,,0,162,162,60,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.479079498,-0.309623431,1,0,0,0.774,button_right,0.774,1,,,,,,181,WORD,UN,33,winter,GLANCE,m,,,,,,0.479079498,-0.309623431,1,0,0,,0,163,163,120,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.487447699,-0.30334728,1,0,0,0.709,button_right,0.709,1,,,,,,223,WORD,UN,33,period,KIDNEY,m,,,,,,0.487447699,-0.30334728,1,0,0,,0,164,164,162,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.508368201,-0.290794979,1,0,0,0.637,button_right,0.637,1,,,,,,49,WORD,UN,50,snatch,SURVEY,m,,,,,,0.508368201,-0.290794979,1,0,0,,0,165,165,228,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.485355649,-0.276150628,1,0,0,0.723,button_left,0.723,1,,,,,,460,NW,UN,33,justre,MINGAR,z,,,,,,-0.485355649,-0.276150628,1,0,0,,0,166,166,399,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.445606695,-0.292887029,1,0,0,0.737,button_left,0.737,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,-0.445606695,-0.292887029,1,0,0,,0,167,167,366,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.470711297,-0.288702929,1,0,0,1.385,button_left,1.385,1,,,,,,409,NW,"ID",50,elopia,ELOPIA,z,,,,,,-0.470711297,-0.288702929,1,0,0,,0,168,168,348,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.49790795,-0.30334728,1,0,0,0.654,button_right,0.654,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,,,,,,0.49790795,-0.30334728,1,0,0,,0,169,169,137,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.464435146,-0.29916318,1,0,0,0.673,button_left,0.673,1,,,,,,262,NW,UN,50,dolica,QUILEW,z,,,,,,-0.464435146,-0.29916318,1,0,0,,0,170,170,441,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.514644351,-0.30125523,1,0,0,0.601,button_right,0.601,1,,,,,,93,WORD,"ID",33,public,PUBLIC,m,,,,,,0.514644351,-0.30125523,1,0,0,,0,171,171,32,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.518828452,-0.30334728,1,0,0,0.634,button_right,0.634,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,,,,,,0.518828452,-0.30334728,1,0,0,,0,172,172,36,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.508368201,-0.29916318,1,0,0,1.189,button_right,1.189,1,,,,,,166,WORD,"ID",50,starch,STARCH,m,,,,,,0.508368201,-0.29916318,1,0,0,,0,173,173,105,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.518828452,-0.29916318,1,0,0,0.754,button_right,0.754,1,,,,,,6,WORD,UN,50,anchor,BUNDLE,m,,,,,,0.518828452,-0.29916318,1,0,0,,0,174,174,185,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.520920502,-0.29707113,1,0,0,0.558,button_right,0.558,1,,,,,,179,WORD,"ID",50,basket,BASKET,m,,,,,,0.520920502,-0.29707113,1,0,0,,0,175,175,118,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.464435146,-0.282426778,1,0,0,0.765,button_left,0.765,1,,,,,,408,NW,"ID",50,hurnia,HURNIA,z,,,,,,-0.464435146,-0.282426778,1,0,0,,0,176,176,347,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.525104603,-0.29916318,1,0,0,0.736,button_right,0.736,1,,,,,,158,WORD,"ID",50,island,ISLAND,m,,,,,,0.525104603,-0.29916318,1,0,0,,0,177,177,97,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.447698745,-0.30334728,1,0,0,0.737,button_left,0.737,1,,,,,,243,NW,UN,50,eatric,MUSIED,z,,,,,,-0.447698745,-0.30334728,1,0,0,,0,178,178,422,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.476987448,-0.284518828,1,0,0,1.571,button_left,1.571,1,,,,,,462,NW,UN,33,kispel,ABSULT,z,,,,,,-0.476987448,-0.284518828,1,0,0,,0,179,179,401,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.5,-0.315899582,1,0,0,0.67,button_right,0.67,1,,,,,,152,WORD,"ID",50,rocket,ROCKET,m,,,,,,0.5,-0.315899582,1,0,0,,0,180,180,91,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.491631799,-0.322175732,1,0,0,0.622,button_right,0.622,1,,,,,,173,WORD,"ID",50,shower,SHOWER,m,,,,,,0.491631799,-0.322175732,1,0,0,,0,181,181,112,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.474895397,-0.292887029,1,0,0,0.697,button_left,0.697,1,,,,,,310,NW,"ID",33,daniet,DANIET,z,,,,,,-0.474895397,-0.292887029,1,0,0,,0,182,182,249,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.518828452,-0.307531381,1,0,0,0.623,button_right,0.623,1,,,,,,46,WORD,UN,50,income,SINGLE,m,,,,,,0.518828452,-0.307531381,1,0,0,,0,183,183,225,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.443514644,-0.307531381,1,0,0,0.81,button_left,0.81,1,,,,,,246,NW,UN,50,blarge,PIATON,z,,,,,,-0.443514644,-0.307531381,1,0,0,,0,184,184,425,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.451882845,-0.29916318,1,0,0,0.756,button_left,0.756,1,,,,,,376,NW,"ID",50,iguare,IGUARE,z,,,,,,-0.451882845,-0.29916318,1,0,0,,0,185,185,315,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,,,,,,,,0.756,-1,,,,,,211,WORD,UN,33,verify,INFECT,m,,,,,,0.489539749,-0.320083682,0,0,0,,0,186,186,150,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.447698745,-0.292887029,1,0,0,0.773,button_left,0.773,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,,,,,,-0.447698745,-0.292887029,1,0,0,,0,187,187,269,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.50209205,-0.324267782,1,0,0,0.76,button_right,0.76,1,,,,,,106,WORD,"ID",33,ransom,RANSOM,m,,,,,,0.50209205,-0.324267782,1,0,0,,0,188,188,45,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.4958159,-0.326359833,1,0,0,0.672,button_right,0.672,1,,,,,,26,WORD,UN,50,butler,SPRINT,m,,,,,,0.4958159,-0.326359833,1,0,0,,0,189,189,205,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.447698745,-0.292887029,1,0,0,0.703,button_left,0.703,1,,,,,,395,NW,"ID",50,colury,COLURY,z,,,,,,-0.447698745,-0.292887029,1,0,0,,0,190,190,334,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.464435146,-0.286610879,1,0,0,0.82,button_left,0.82,1,,,,,,383,NW,"ID",50,aungre,AUNGRE,z,,,,,,-0.464435146,-0.286610879,1,0,0,,0,191,191,322,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.514644351,-0.315899582,1,0,0,0.704,button_right,0.704,0,,,,,,332,NW,"ID",33,vangue,VANGUE,z,,,,,,0.514644351,-0.315899582,1,0,0,,0,192,192,271,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.50209205,-0.322175732,1,0,0,0.622,button_right,0.622,1,,,,,,172,WORD,"ID",50,patrol,PATROL,m,,,,,,0.50209205,-0.322175732,1,0,0,,0,193,193,111,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.508368201,-0.309623431,1,0,0,0.621,button_right,0.621,1,,,,,,36,WORD,UN,50,insult,VANISH,m,,,,,,0.508368201,-0.309623431,1,0,0,,0,194,194,215,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.483263598,-0.290794979,1,0,0,0.722,button_left,0.722,1,,,,,,277,NW,UN,50,unighs,PETAIN,z,,,,,,-0.483263598,-0.290794979,1,0,0,,0,195,195,456,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.523012552,-0.313807531,1,0,0,0.507,button_right,0.507,1,,,,,,98,WORD,"ID",33,belong,BELONG,m,,,,,,0.523012552,-0.313807531,1,0,0,,0,196,196,37,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.506276151,-0.313807531,1,0,0,0.606,button_right,0.606,1,,,,,,53,WORD,UN,50,ramble,POLICE,m,,,,,,0.506276151,-0.313807531,1,0,0,,0,197,197,232,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.476987448,-0.280334728,1,0,0,0.748,button_left,0.748,1,,,,,,474,NW,UN,33,acrise,HABLIN,z,,,,,,-0.476987448,-0.280334728,1,0,0,,0,198,198,413,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.458158996,-0.286610879,1,0,0,0.787,button_left,0.787,1,,,,,,387,NW,"ID",50,gronce,GRONCE,z,,,,,,-0.458158996,-0.286610879,1,0,0,,0,199,199,326,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.460251046,-0.286610879,1,0,0,0.571,button_left,0.571,1,,,,,,394,NW,"ID",50,spaqux,SPAQUX,z,,,,,,-0.460251046,-0.286610879,1,0,0,,0,200,200,333,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.466527197,-0.282426778,1,0,0,0.784,button_left,0.784,1,,,,,,337,NW,"ID",33,rejols,REJOLS,z,,,,,,-0.466527197,-0.282426778,1,0,0,,0,201,201,276,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,-0.464435146,-0.284518828,1,0,0,0.702,button_left,0.702,1,,,,,,361,NW,"ID",50,pauche,PAUCHE,z,,,,,,-0.464435146,-0.284518828,1,0,0,,0,202,202,300,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.489539749,-0.326359833,1,0,0,0.738,button_right,0.738,1,,,,,,33,WORD,UN,50,jungle,BUTLER,m,,,,,,0.489539749,-0.326359833,1,0,0,,0,203,203,212,1,
,,,,,,,,,,,,,,,,,,5efdcff83a6844231c003073,2020-08-08_10h24.33.481,lexical_decision_task_MP,2020.1.3,iPhone,60,,0,0.4958159,-0.322175732,1,0,0,0.618,button_right,0.618,1,,,,,,99,WORD,"ID",33,fluent,FLUENT,m,,,,,,0.4958159,-0.322175732,1,0,0,,0,204,204,38,1,
