counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.52196,,,,,,,,0.52196,1,,,,,,25,WORD,"ID",50,domain,DOMAIN,m,,,,,,0.002604167,-0.390625,0,0,0,,0,138,138,84,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.698725,,,,,,,,0.698725,1,,,,,,167,WORD,UN,50,answer,DESIGN,m,,,,,,0.002604167,-0.390625,0,0,0,,0,139,139,226,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.646825,,,,,,,,0.646825,1,,,,,,400,NW,UN,50,mustil,WEAROX,z,,,,,,0.002604167,-0.390625,0,0,0,,0,140,140,459,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.567955,,,,,,,,0.567955,1,,,,,,174,WORD,UN,50,fabric,TURKEY,m,,,,,,0.002604167,-0.390625,0,0,0,,0,141,141,233,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.889185,,,,,,,,0.889185,1,,,,,,131,WORD,UN,50,strong,QUENCH,m,,,,,,0.002604167,-0.390625,0,0,0,,0,142,142,190,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.573395,,,,,,,,0.573395,1,,,,,,293,NW,"ID",50,swance,SWANCE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,143,143,352,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.698535,,,,,,,,0.698535,1,,,,,,79,WORD,UN,33,family,THEORY,m,,,,,,0.002604167,-0.390625,0,0,0,,0,144,144,138,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.580145,,,,,,,,0.580145,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,,,,,,0.002604167,-0.390625,0,0,0,,0,145,145,17,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.57199,,,,,,,,0.57199,1,,,,,,378,NW,UN,50,auting,SHRILE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,146,146,437,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.598135,,,,,,,,0.598135,1,,,,,,438,NW,"ID",33,baitch,BAITCH,z,,,,,,0.002604167,-0.390625,0,0,0,,0,147,147,257,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.5553,,,,,,,,0.5553,1,,,,,,353,NW,UN,33,virlex,CLUREY,z,,,,,,0.002604167,-0.390625,0,0,0,,0,148,148,412,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.46519,,,,,,,,0.46519,1,,,,,,32,WORD,"ID",50,buckle,BUCKLE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,149,149,91,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.63685,,,,,,,,0.63685,1,,,,,,21,WORD,"ID",50,simple,SIMPLE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,150,150,80,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.518305,,,,,,,,0.518305,1,,,,,,189,WORD,"ID",33,censor,CENSOR,m,,,,,,0.002604167,-0.390625,0,0,0,,0,151,151,8,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.47719,,,,,,,,0.47719,1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,0.002604167,-0.390625,0,0,0,,0,152,152,144,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.451315,,,,,,,,0.451315,1,,,,,,232,WORD,"ID",33,inject,INJECT,m,,,,,,0.002604167,-0.390625,0,0,0,,0,153,153,51,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.394955,,,,,,,,0.394955,1,,,,,,12,WORD,"ID",50,orange,ORANGE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,154,154,71,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.836305,,,,,,,,0.836305,1,,,,,,288,NW,"ID",50,yaceup,YACEUP,z,,,,,,0.002604167,-0.390625,0,0,0,,0,155,155,347,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.66035,,,,,,,,0.66035,1,,,,,,148,WORD,UN,50,invade,CUSTOM,m,,,,,,0.002604167,-0.390625,0,0,0,,0,156,156,207,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.637075,,,,,,,,0.637075,1,,,,,,373,NW,UN,50,sliant,BIGENT,z,,,,,,0.002604167,-0.390625,0,0,0,,0,157,157,432,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.536595,,,,,,,,0.536595,1,,,,,,9,WORD,"ID",50,hustle,HUSTLE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,158,158,68,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.7599,,,,,,,,0.7599,1,,,,,,455,NW,"ID",33,tondle,TONDLE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,159,159,274,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.569635,,,,,,,,0.569635,1,,,,,,392,NW,UN,50,ganous,ROUNCY,z,,,,,,0.002604167,-0.390625,0,0,0,,0,160,160,451,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.421185,,,,,,,,0.421185,1,,,,,,270,NW,"ID",50,wrimsy,WRIMSY,z,,,,,,0.002604167,-0.390625,0,0,0,,0,161,161,329,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.48945,,,,,,,,0.48945,1,,,,,,414,NW,UN,50,higsta,SERBOL,z,,,,,,0.002604167,-0.390625,0,0,0,,0,162,162,473,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.724035,,,,,,,,0.724035,1,,,,,,381,NW,UN,50,sarley,HUNIEK,z,,,,,,0.002604167,-0.390625,0,0,0,,0,163,163,440,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.714585,,,,,,,,0.714585,1,,,,,,82,WORD,UN,33,result,STIGMA,m,,,,,,0.002604167,-0.390625,0,0,0,,0,164,164,141,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.487855,,,,,,,,0.487855,1,,,,,,254,NW,"ID",50,varosh,VAROSH,z,,,,,,0.002604167,-0.390625,0,0,0,,0,165,165,313,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.51816,,,,,,,,0.51816,1,,,,,,144,WORD,UN,50,parish,SPONGE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,166,166,203,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.62672,,,,,,,,0.62672,1,,,,,,180,WORD,UN,50,thrive,SILENT,m,,,,,,0.002604167,-0.390625,0,0,0,,0,167,167,239,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.55478,,,,,,,,0.55478,0,,,,,,149,WORD,UN,50,random,INVADE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,168,168,208,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.768835,,,,,,,,0.768835,1,,,,,,364,NW,UN,50,guairt,IMPOTE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,169,169,423,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.59883,,,,,,,,0.59883,1,,,,,,386,NW,UN,50,gronce,ANCUST,z,,,,,,0.002604167,-0.390625,0,0,0,,0,170,170,445,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.672345,,,,,,,,0.672345,1,,,,,,361,NW,UN,50,tireau,PAUCHE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,171,171,420,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.12059,,,,,,,,1.12059,1,,,,,,282,NW,"ID",50,porlex,PORLEX,z,,,,,,0.002604167,-0.390625,0,0,0,,0,172,172,341,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.63672,,,,,,,,0.63672,1,,,,,,342,NW,UN,33,aimosy,RANDOW,z,,,,,,0.002604167,-0.390625,0,0,0,,0,173,173,401,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.586875,,,,,,,,0.586875,1,,,,,,128,WORD,UN,50,marvel,SENIOR,m,,,,,,0.002604167,-0.390625,0,0,0,,0,174,174,187,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.488225,,,,,,,,0.488225,1,,,,,,69,WORD,UN,33,square,PLENTY,m,,,,,,0.002604167,-0.390625,0,0,0,,0,175,175,128,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.869375,,,,,,,,0.869375,1,,,,,,258,NW,"ID",50,poluth,POLUTH,z,,,,,,0.002604167,-0.390625,0,0,0,,0,176,176,317,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.558725,,,,,,,,0.558725,1,,,,,,368,NW,UN,50,wronch,HORNAL,z,,,,,,0.002604167,-0.390625,0,0,0,,0,177,177,427,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.50445,,,,,,,,0.50445,1,,,,,,385,NW,UN,50,ancust,VEIGMA,z,,,,,,0.002604167,-0.390625,0,0,0,,0,178,178,444,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.407905,,,,,,,,0.407905,1,,,,,,457,NW,"ID",33,wanigh,WANIGH,z,,,,,,0.002604167,-0.390625,0,0,0,,0,179,179,276,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.50983,,,,,,,,0.50983,1,,,,,,307,NW,UN,33,psetch,KIRAFE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,180,180,366,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.772035,,,,,,,,0.772035,1,,,,,,348,NW,UN,33,asylen,DUMPLE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,181,181,407,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.48362,,,,,,,,0.48362,1,,,,,,327,NW,UN,33,broake,PLENAC,z,,,,,,0.002604167,-0.390625,0,0,0,,0,182,182,386,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.549665,,,,,,,,0.549665,1,,,,,,187,WORD,"ID",33,course,COURSE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,183,183,6,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.48933,,,,,,,,0.48933,1,,,,,,308,NW,UN,33,amiloy,PSETCH,z,,,,,,0.002604167,-0.390625,0,0,0,,0,184,184,367,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.59337,,,,,,,,0.59337,1,,,,,,95,WORD,UN,33,ignore,THREAD,m,,,,,,0.002604167,-0.390625,0,0,0,,0,185,185,154,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.45783,,,,,,,,0.45783,1,,,,,,229,WORD,"ID",33,mother,MOTHER,m,,,,,,0.002604167,-0.390625,0,0,0,,0,186,186,48,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.44067,,,,,,,,0.44067,1,,,,,,226,WORD,"ID",33,casino,CASINO,m,,,,,,0.002604167,-0.390625,0,0,0,,0,187,187,45,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.639685,,,,,,,,0.639685,1,,,,,,366,NW,UN,50,slique,TOSHEL,z,,,,,,0.002604167,-0.390625,0,0,0,,0,188,188,425,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.519765,,,,,,,,0.519765,1,,,,,,334,NW,UN,33,desion,WATMEG,z,,,,,,0.002604167,-0.390625,0,0,0,,0,189,189,393,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.55576,,,,,,,,0.55576,0,,,,,,52,WORD,"ID",50,impose,IMPOSE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,190,190,111,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.568155,,,,,,,,0.568155,0,,,,,,380,NW,UN,50,huniek,CAVORY,z,,,,,,0.002604167,-0.390625,0,0,0,,0,191,191,439,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.592525,,,,,,,,0.592525,1,,,,,,333,NW,UN,33,watmeg,CATRIE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,192,192,392,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.550795,,,,,,,,0.550795,1,,,,,,440,NW,"ID",33,saride,SARIDE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,193,193,259,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.489635,,,,,,,,0.489635,0,,,,,,66,WORD,UN,33,policy,GOSPEL,m,,,,,,0.002604167,-0.390625,0,0,0,,0,194,194,125,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.49373,,,,,,,,0.49373,1,,,,,,404,NW,UN,50,flumni,CLUIRM,z,,,,,,0.002604167,-0.390625,0,0,0,,0,195,195,463,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.47105,,,,,,,,0.47105,1,,,,,,231,WORD,"ID",33,export,EXPORT,m,,,,,,0.002604167,-0.390625,0,0,0,,0,196,196,50,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.479835,,,,,,,,0.479835,1,,,,,,15,WORD,"ID",50,amount,AMOUNT,m,,,,,,0.002604167,-0.390625,0,0,0,,0,197,197,74,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.419345,,,,,,,,0.419345,1,,,,,,233,WORD,"ID",33,nature,NATURE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,198,198,52,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.48887,,,,,,,,0.48887,1,,,,,,90,WORD,UN,33,expand,RELISH,m,,,,,,0.002604167,-0.390625,0,0,0,,0,199,199,149,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.491785,,,,,,,,0.491785,1,,,,,,77,WORD,UN,33,column,RACKET,m,,,,,,0.002604167,-0.390625,0,0,0,,0,200,200,136,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.67146,,,,,,,,0.67146,1,,,,,,202,WORD,"ID",33,factor,FACTOR,m,,,,,,0.002604167,-0.390625,0,0,0,,0,201,201,21,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.419,,,,,,,,0.419,1,,,,,,132,WORD,UN,50,orphan,STRONG,m,,,,,,0.002604167,-0.390625,0,0,0,,0,202,202,191,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.48412,,,,,,,,0.48412,1,,,,,,178,WORD,UN,50,basket,INFORM,m,,,,,,0.002604167,-0.390625,0,0,0,,0,203,203,237,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.61837,,,,,,,,0.61837,1,,,,,,287,NW,"ID",50,nymbel,NYMBEL,z,,,,,,0.002604167,-0.390625,0,0,0,,0,204,204,346,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.608505,,,,,,,,0.608505,1,,,,,,277,NW,"ID",50,petain,PETAIN,z,,,,,,0.002604167,-0.390625,0,0,0,,0,205,205,336,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.57347,,,,,,,,0.57347,0,,,,,,176,WORD,UN,50,advent,STRIFE,m,,,,,,0.002604167,-0.390625,0,0,0,,0,206,206,235,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.57327,,,,,,,,0.57327,1,,,,,,153,WORD,UN,50,author,BEHOLD,m,,,,,,0.002604167,-0.390625,0,0,0,,0,207,207,212,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.56966,,,,,,,,0.56966,1,,,,,,160,WORD,UN,50,pastor,VIOLET,m,,,,,,0.002604167,-0.390625,0,0,0,,0,208,208,219,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.696175,,,,,,,,0.696175,1,,,,,,292,NW,"ID",50,ablint,ABLINT,z,,,,,,0.002604167,-0.390625,0,0,0,,0,209,209,351,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.60411,,,,,,,,0.60411,1,,,,,,423,NW,"ID",33,streld,STRELD,z,,,,,,0.002604167,-0.390625,0,0,0,,0,210,210,242,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.46706,,,,,,,,0.46706,1,,,,,,228,WORD,"ID",33,master,MASTER,m,,,,,,0.002604167,-0.390625,0,0,0,,0,211,211,47,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.530405,,,,,,,,0.530405,1,,,,,,75,WORD,UN,33,exotic,TROPHY,m,,,,,,0.002604167,-0.390625,0,0,0,,0,212,212,134,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.597815,,,,,,,,0.597815,1,,,,,,250,NW,"ID",50,milted,MILTED,z,,,,,,0.002604167,-0.390625,0,0,0,,0,213,213,309,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.556275,,,,,,,,0.556275,1,,,,,,442,NW,"ID",33,aboune,ABOUNE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,214,214,261,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.60405,,,,,,,,0.60405,1,,,,,,244,NW,"ID",50,eatric,EATRIC,z,,,,,,0.002604167,-0.390625,0,0,0,,0,215,215,303,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.499235,,,,,,,,0.499235,1,,,,,,130,WORD,UN,50,quench,STUPID,m,,,,,,0.002604167,-0.390625,0,0,0,,0,216,216,189,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.60912,,,,,,,,0.60912,0,,,,,,248,NW,"ID",50,strole,STROLE,z,,,,,,0.002604167,-0.390625,0,0,0,,0,217,217,307,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.43254,,,,,,,,0.43254,1,,,,,,402,NW,UN,50,bruats,SYNTIC,z,,,,,,0.002604167,-0.390625,0,0,0,,0,218,218,461,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.540925,,,,,,,,0.540925,1,,,,,,241,NW,"ID",50,smenco,SMENCO,z,,,,,,0.002604167,-0.390625,0,0,0,,0,219,219,300,1,,
,,,,,,,,,,,,,,,,,,5cdc899d48d5f100195fafff,2020-08-10_18h25.41.538,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.53447,,,,,,,,0.53447,1,,,,,,435,NW,"ID",33,impurb,IMPURB,z,,,,,,0.002604167,-0.390625,0,0,0,,0,220,220,254,1,,
