counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.634005,,,,,,,,0.634005,1,,,,,,33,WORD,"ID",16,butler,BUTLER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,132,132,92,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.964825,,,,,,,,0.964825,1,,,,,,407,NW,UN,16,hurnia,SUIVER,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,133,133,466,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.79379,,,,,,,,0.79379,1,,,,,,183,WORD,"ID",33,mildew,MILDEW,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,134,134,2,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.683575,,,,,,,,0.683575,1,,,,,,95,WORD,UN,33,ignore,THREAD,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,135,135,154,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.577985,,,,,,,,0.577985,1,,,,,,215,WORD,"ID",33,phobia,PHOBIA,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,136,136,34,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.547115,,,,,,,,0.547115,1,,,,,,88,WORD,UN,33,permit,HUNGER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,137,137,147,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.69901,,,,,,,,0.69901,1,,,,,,309,NW,UN,33,daniet,AMILOY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,138,138,368,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.76414,,,,,,,,0.76414,1,,,,,,436,NW,"ID",33,frutan,FRUTAN,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,139,139,255,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.73213,,,,,,,,0.73213,1,,,,,,454,NW,"ID",33,scouge,SCOUGE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,140,140,273,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63098,,,,,,,,0.63098,1,,,,,,320,NW,UN,33,miator,JOCKAL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,141,141,379,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.740275,,,,,,,,0.740275,1,,,,,,255,NW,"ID",16,apight,APIGHT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,142,142,314,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.601545,,,,,,,,0.601545,1,,,,,,297,NW,"ID",16,fertic,FERTIC,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,143,143,356,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.633085,,,,,,,,0.633085,1,,,,,,207,WORD,"ID",33,wreath,WREATH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,144,144,26,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.828505,,,,,,,,0.828505,1,,,,,,364,NW,UN,16,guairt,IMPOTE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,145,145,423,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.64352,,,,,,,,0.64352,1,,,,,,216,WORD,"ID",33,behalf,BEHALF,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,146,146,35,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.634635,,,,,,,,0.634635,1,,,,,,171,WORD,UN,16,patrol,DEPART,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,147,147,230,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.599955,,,,,,,,0.599955,1,,,,,,374,NW,UN,16,yorque,SLIANT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,148,148,433,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56736,,,,,,,,0.56736,1,,,,,,341,NW,UN,33,randow,MYRTIE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,149,149,400,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.53827,,,,,,,,0.53827,1,,,,,,185,WORD,"ID",33,bother,BOTHER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,150,150,4,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.617345,,,,,,,,0.617345,1,,,,,,329,NW,UN,33,kensom,YARIKE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,151,151,388,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.025435,,,,,,,,1.025435,1,,,,,,122,WORD,UN,16,strike,LINGER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,152,152,181,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.74967,,,,,,,,0.74967,1,,,,,,90,WORD,UN,33,expand,RELISH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,153,153,149,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.930445,,,,,,,,0.930445,1,,,,,,277,NW,"ID",16,petain,PETAIN,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,154,154,336,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.55335,,,,,,,,0.55335,1,,,,,,24,WORD,"ID",16,praise,PRAISE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,155,155,83,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.814005,,,,,,,,0.814005,1,,,,,,348,NW,UN,33,asylen,DUMPLE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,156,156,407,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.714305,,,,,,,,0.714305,1,,,,,,60,WORD,"ID",16,pencil,PENCIL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,157,157,119,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.65066,,,,,,,,0.65066,1,,,,,,331,NW,UN,33,vangue,GILFEW,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,158,158,390,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.180175,,,,,,,,1.180175,1,,,,,,323,NW,UN,33,steikh,ROSAIL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,159,159,382,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.897465,,,,,,,,0.897465,1,,,,,,31,WORD,"ID",16,weapon,WEAPON,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,160,160,90,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.14838,,,,,,,,1.14838,1,,,,,,259,NW,"ID",16,soudal,SOUDAL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,161,161,318,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.26293,,,,,,,,1.26293,1,,,,,,121,WORD,UN,16,linger,THRIVE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,162,162,180,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.577285,,,,,,,,0.577285,1,,,,,,49,WORD,"ID",16,survey,SURVEY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,163,163,108,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.56467,,,,,,,,0.56467,1,,,,,,146,WORD,UN,16,garlic,COUPLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,164,164,205,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.650035,,,,,,,,0.650035,1,,,,,,304,NW,UN,33,forgle,CLUDIE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,165,165,363,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,0,1.08203,,,,,,,,1.08203,0,,,,,,432,NW,"ID",33,lunker,LUNKER,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,166,166,251,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.746595,,,,,,,,0.746595,1,,,,,,375,NW,UN,16,iguare,YORQUE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,167,167,434,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.51371,,,,,,,,0.51371,1,,,,,,395,NW,UN,16,flengy,COLURY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,168,168,454,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.64941,,,,,,,,0.64941,1,,,,,,148,WORD,UN,16,invade,CUSTOM,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,169,169,207,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.694285,,,,,,,,0.694285,1,,,,,,45,WORD,"ID",16,clergy,CLERGY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,170,170,104,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.047425,,,,,,,,1.047425,1,,,,,,368,NW,UN,16,wronch,HORNAL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,171,171,427,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.82006,,,,,,,,0.82006,1,,,,,,27,WORD,"ID",16,scream,SCREAM,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,172,172,86,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.23858,,,,,,,,1.23858,1,,,,,,429,NW,"ID",33,funtle,FUNTLE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,173,173,248,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.80056,,,,,,,,0.80056,1,,,,,,399,NW,UN,16,wearox,FOURET,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,174,174,458,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,0.79965,,,,,,,,0.79965,0,,,,,,239,WORD,"ID",33,lumber,LUMBER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,175,175,58,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.917335,,,,,,,,0.917335,1,,,,,,356,NW,UN,33,derain,OTHNIS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,176,176,415,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.69266,,,,,,,,0.69266,1,,,,,,134,WORD,UN,16,import,STAPLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,177,177,193,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.320425,,,,,,,,1.320425,1,,,,,,473,NW,"ID",33,crible,CRIBLE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,178,178,292,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,0,1.200825,,,,,,,,1.200825,0,,,,,,212,WORD,"ID",33,verify,VERIFY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,179,179,31,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.783945,,,,,,,,0.783945,1,,,,,,266,NW,"ID",16,varmit,VARMIT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,180,180,325,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.631855,,,,,,,,0.631855,1,,,,,,116,WORD,UN,33,branch,TUMBLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,181,181,175,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.554445,,,,,,,,0.554445,1,,,,,,110,WORD,UN,33,induce,POLITE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,182,182,169,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.63741,,,,,,,,0.63741,1,,,,,,119,WORD,UN,33,strain,SPIDER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,183,183,178,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.615815,,,,,,,,0.615815,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,184,184,17,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.57687,,,,,,,,0.57687,1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,185,185,0,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61895,,,,,,,,0.61895,1,,,,,,8,WORD,"ID",16,abrupt,ABRUPT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,186,186,67,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.596775,,,,,,,,0.596775,1,,,,,,42,WORD,"ID",16,chapel,CHAPEL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,187,187,101,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63503,,,,,,,,0.63503,1,,,,,,475,NW,"ID",33,pebric,PEBRIC,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,188,188,294,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.552555,,,,,,,,0.552555,1,,,,,,270,NW,"ID",16,wrimsy,WRIMSY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,189,189,329,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.54332,,,,,,,,0.54332,1,,,,,,132,WORD,UN,16,orphan,STRONG,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,190,190,191,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.651815,,,,,,,,0.651815,1,,,,,,446,NW,"ID",33,runamo,RUNAMO,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,191,191,265,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.749505,,,,,,,,0.749505,1,,,,,,249,NW,"ID",16,batrol,BATROL,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,192,192,308,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.56218,,,,,,,,0.56218,1,,,,,,53,WORD,"ID",16,police,POLICE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,193,193,112,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.516955,,,,,,,,0.516955,1,,,,,,174,WORD,UN,16,fabric,TURKEY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,194,194,233,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.614135,,,,,,,,0.614135,1,,,,,,169,WORD,UN,16,pounce,GENIUS,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,195,195,228,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.56648,,,,,,,,0.56648,1,,,,,,76,WORD,UN,33,racket,EXOTIC,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,196,196,135,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.66767,,,,,,,,0.66767,1,,,,,,292,NW,"ID",16,ablint,ABLINT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,197,197,351,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.604745,,,,,,,,0.604745,1,,,,,,427,NW,"ID",33,schind,SCHIND,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,198,198,246,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.538155,,,,,,,,0.538155,1,,,,,,355,NW,UN,33,othnis,ZINGLY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,199,199,414,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.52702,,,,,,,,0.52702,1,,,,,,471,NW,"ID",33,nobest,NOBEST,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,200,200,290,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.583045,,,,,,,,0.583045,1,,,,,,464,NW,"ID",33,chaite,CHAITE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,201,201,283,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.61498,,,,,,,,0.61498,1,,,,,,143,WORD,UN,16,sponge,REASON,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,202,202,202,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.484285,,,,,,,,0.484285,1,,,,,,222,WORD,"ID",33,hinder,HINDER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,203,203,41,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56549,,,,,,,,0.56549,1,,,,,,296,NW,"ID",16,beinch,BEINCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,204,204,355,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.76754,,,,,,,,0.76754,1,,,,,,444,NW,"ID",33,jaunce,JAUNCE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,205,205,263,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.632815,,,,,,,,0.632815,1,,,,,,128,WORD,UN,16,marvel,SENIOR,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,206,206,187,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.668,,,,,,,,0.668,1,,,,,,75,WORD,UN,33,exotic,TROPHY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,207,207,134,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.613225,,,,,,,,0.613225,1,,,,,,346,NW,UN,33,kerift,SAUDIC,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,208,208,405,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.582865,,,,,,,,0.582865,1,,,,,,465,NW,"ID",33,whivex,WHIVEX,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,209,209,284,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.55438,,,,,,,,0.55438,1,,,,,,325,NW,UN,33,iguade,THRUSE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,210,210,384,1
