counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.574175,,,,,,,,0.574175,1,,,,,,281,NW,UN,16,porlex,MELATY,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,132,132,460,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.65905,,,,,,,,0.65905,0,,,,,,432,NW,UN,33,drance,LUNKER,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,133,133,371,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.83993,,,,,,,,0.83993,0,,,,,,234,WORD,UN,33,poster,CLUMSY,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,134,134,173,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.7431,,,,,,,,0.7431,1,,,,,,453,NW,UN,33,scouge,BOLVIS,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,135,135,392,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.494745,,,,,,,,0.494745,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,136,136,128,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57436,,,,,,,,0.57436,1,,,,,,192,WORD,UN,33,object,PLAGUE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,137,137,131,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.567235,,,,,,,,0.567235,1,,,,,,329,NW,"ID",33,yarike,YARIKE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,138,138,268,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.450155,,,,,,,,0.450155,1,,,,,,44,WORD,UN,16,clergy,DANGER,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,139,139,223,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.552065,,,,,,,,0.552065,1,,,,,,300,NW,UN,16,smenco,YARION,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,140,140,479,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63368,,,,,,,,0.63368,1,,,,,,302,NW,"ID",33,miluer,MILUER,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,141,141,241,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.502785,,,,,,,,0.502785,1,,,,,,53,WORD,UN,16,ramble,POLICE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,142,142,232,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.597905,,,,,,,,0.597905,1,,,,,,224,WORD,UN,33,vulgar,PERIOD,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,143,143,163,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.50065,,,,,,,,0.50065,1,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,144,144,366,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.517065,,,,,,,,0.517065,1,,,,,,218,WORD,UN,33,bucket,SHRINK,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,145,145,157,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.47896,,,,,,,,0.47896,1,,,,,,417,NW,"ID",16,earoud,EAROUD,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,146,146,356,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.56941,,,,,,,,0.56941,1,,,,,,285,NW,UN,16,reldon,PRUDGE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,147,147,464,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.79283,,,,,,,,0.79283,1,,,,,,437,NW,UN,33,baitch,SNAPEL,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,148,148,376,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.69286,,,,,,,,0.69286,1,,,,,,32,WORD,UN,16,scream,BUCKLE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,149,149,211,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.866395,,,,,,,,0.866395,1,,,,,,111,WORD,"ID",33,induce,INDUCE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,150,150,50,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.61083,,,,,,,,0.61083,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,151,151,46,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.524135,,,,,,,,0.524135,1,,,,,,146,WORD,"ID",16,couple,COUPLE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,152,152,85,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.71675,,,,,,,,0.71675,1,,,,,,129,WORD,"ID",16,marvel,MARVEL,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,153,153,68,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.144015,,,,,,,,1.144015,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,154,154,417,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.716845,,,,,,,,0.716845,1,,,,,,284,NW,UN,16,prudge,SHAPLE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,155,155,463,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.75909,,,,,,,,0.75909,1,,,,,,429,NW,UN,33,caroey,FUNTLE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,156,156,368,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.636445,,,,,,,,0.636445,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,157,157,14,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.584225,,,,,,,,0.584225,1,,,,,,225,WORD,UN,33,casino,VULGAR,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,158,158,164,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.587695,,,,,,,,0.587695,1,,,,,,41,WORD,UN,16,chapel,SPRING,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,159,159,220,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.816925,,,,,,,,0.816925,1,,,,,,452,NW,UN,33,bolvis,SURDEN,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,160,160,391,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.68338,,,,,,,,0.68338,1,,,,,,247,NW,UN,16,strole,BLARGE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,161,161,426,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.464275,,,,,,,,0.464275,0,,,,,,401,NW,"ID",16,mustil,MUSTIL,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,162,162,340,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.627765,,,,,,,,0.627765,1,,,,,,100,WORD,"ID",33,carbon,CARBON,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,163,163,39,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.587385,,,,,,,,0.587385,1,,,,,,197,WORD,UN,33,wicked,STREAM,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,164,164,136,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.638875,,,,,,,,0.638875,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,165,165,375,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.685275,,,,,,,,0.685275,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,166,166,414,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55236,,,,,,,,0.55236,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,167,167,144,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.58377,,,,,,,,0.58377,1,,,,,,271,NW,UN,16,damilt,AUBRID,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,168,168,450,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.592305,,,,,,,,0.592305,1,,,,,,382,NW,"ID",16,sarley,SARLEY,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,169,169,321,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.5168,,,,,,,,0.5168,1,,,,,,157,WORD,"ID",16,dragon,DRAGON,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,170,170,96,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.45391,,,,,,,,0.45391,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,171,171,179,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64065,,,,,,,,0.64065,1,,,,,,323,NW,"ID",33,rosail,ROSAIL,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,172,172,262,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.600025,,,,,,,,0.600025,1,,,,,,406,NW,"ID",16,nouply,NOUPLY,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,173,173,345,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.561065,,,,,,,,0.561065,1,,,,,,422,NW,UN,33,streld,ALCOUD,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,174,174,361,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.53449,,,,,,,,0.53449,0,,,,,,7,WORD,UN,16,abrupt,ANCHOR,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,175,175,186,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.48948,,,,,,,,0.48948,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,176,176,155,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.440735,,,,,,,,0.440735,1,,,,,,12,WORD,UN,16,strive,ORANGE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,177,177,191,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.778275,,,,,,,,0.778275,1,,,,,,455,NW,UN,33,broget,TONDLE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,178,178,394,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.820885,,,,,,,,0.820885,1,,,,,,181,WORD,UN,33,winter,GLANCE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,179,179,120,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.562665,,,,,,,,0.562665,1,,,,,,213,WORD,UN,33,intake,SQUEAL,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,180,180,152,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.650225,,,,,,,,0.650225,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,181,181,138,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.587515,,,,,,,,0.587515,1,,,,,,262,NW,UN,16,dolica,QUILEW,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,182,182,441,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.6187,,,,,,,,0.6187,1,,,,,,245,NW,UN,16,piaton,ANOUGS,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,183,183,424,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.563445,,,,,,,,0.563445,1,,,,,,185,WORD,UN,33,portal,BOTHER,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,184,184,124,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.47398,,,,,,,,0.47398,1,,,,,,33,WORD,UN,16,jungle,BUTLER,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,185,185,212,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.524555,,,,,,,,0.524555,1,,,,,,37,WORD,UN,16,powder,INSULT,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,186,186,216,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.516745,,,,,,,,0.516745,1,,,,,,282,NW,UN,16,veralf,PORLEX,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,187,187,461,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.600525,,,,,,,,0.600525,1,,,,,,328,NW,"ID",33,broake,BROAKE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,188,188,267,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.620915,,,,,,,,0.620915,1,,,,,,363,NW,"ID",16,breali,BREALI,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,189,189,302,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.750305,,,,,,,,0.750305,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,190,190,465,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.716505,,,,,,,,0.716505,1,,,,,,160,WORD,"ID",16,violet,VIOLET,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,191,191,99,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.580695,,,,,,,,0.580695,0,,,,,,114,WORD,"ID",33,placid,PLACID,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,192,192,53,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.672225,,,,,,,,0.672225,1,,,,,,170,WORD,"ID",16,pounce,POUNCE,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,193,193,109,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.70012,,,,,,,,0.70012,1,,,,,,261,NW,UN,16,quilew,STUNCH,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,194,194,440,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.83584,,,,,,,,0.83584,1,,,,,,407,NW,"ID",16,suiver,SUIVER,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,195,195,346,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.283385,,,,,,,,1.283385,1,,,,,,315,NW,"ID",33,laston,LASTON,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,196,196,254,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.617035,,,,,,,,0.617035,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,197,197,381,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.63733,,,,,,,,0.63733,1,,,,,,237,WORD,UN,33,glance,POSTER,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,198,198,176,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.583475,,,,,,,,0.583475,1,,,,,,200,WORD,UN,33,admire,BEACON,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,199,199,139,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.566865,,,,,,,,0.566865,1,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,200,200,289,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.67024,,,,,,,,0.67024,1,,,,,,283,NW,UN,16,shaple,VERALF,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,201,201,462,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.601065,,,,,,,,0.601065,1,,,,,,387,NW,"ID",16,gronce,GRONCE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,202,202,326,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.510535,,,,,,,,0.510535,1,,,,,,58,WORD,UN,16,splint,FOSTER,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,203,203,237,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.494995,,,,,,,,0.494995,1,,,,,,336,NW,"ID",33,ghodus,GHODUS,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,204,204,275,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.60021,,,,,,,,0.60021,1,,,,,,147,WORD,"ID",16,garlic,GARLIC,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,205,205,86,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.56972,,,,,,,,0.56972,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,206,206,400,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.567055,,,,,,,,0.567055,1,,,,,,153,WORD,"ID",16,behold,BEHOLD,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,207,207,92,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.53629,,,,,,,,0.53629,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,208,208,266,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.666835,,,,,,,,0.666835,1,,,,,,131,WORD,"ID",16,quench,QUENCH,m,,,,,,,0.130555586,-0.235185264,0,0,0,,0,209,209,70,1,
,,,,,,,,,,,,,,,,,,5f3b042dd1a0bd7f377766e9,2020-11-26_15h59.53.574,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.549765,,,,,,,,0.549765,1,,,,,,263,NW,UN,16,vackel,DOLICA,z,,,,,,,0.130555586,-0.235185264,0,0,0,,0,210,210,442,1,
