counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.67845,1,,,,,,371,NW,UN,16,ramily,GEILOY,z,0.67845,,,,,,0.946716261,-0.400123929,0,0,0,,0,134,134,430,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.55104,1,,,,,,312,NW,UN,33,paurse,NERAWL,z,0.55104,,,,,,0.946716261,-0.400123929,0,0,0,,0,135,135,371,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.5768,1,,,,,,68,WORD,UN,33,plenty,FUMBLE,m,0.5768,,,,,,0.946716261,-0.400123929,0,0,0,,0,136,136,127,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.649385,1,,,,,,322,NW,UN,33,rosail,SLANCH,z,0.649385,,,,,,0.946716261,-0.400123929,0,0,0,,0,137,137,381,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.580455,1,,,,,,149,WORD,UN,16,random,INVADE,m,0.580455,,,,,,0.946716261,-0.400123929,0,0,0,,0,138,138,208,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56775,1,,,,,,152,WORD,UN,16,behold,ROCKET,m,0.56775,,,,,,0.946716261,-0.400123929,0,0,0,,0,139,139,211,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.631595,1,,,,,,13,WORD,"ID",16,strive,STRIVE,m,0.631595,,,,,,0.946716261,-0.400123929,0,0,0,,0,140,140,72,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.568155,1,,,,,,39,WORD,"ID",16,insect,INSECT,m,0.568155,,,,,,0.946716261,-0.400123929,0,0,0,,0,141,141,98,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.54094,1,,,,,,165,WORD,UN,16,starch,INVEST,m,0.54094,,,,,,0.946716261,-0.400123929,0,0,0,,0,142,142,224,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.557545,1,,,,,,218,WORD,"ID",33,shrink,SHRINK,m,0.557545,,,,,,0.946716261,-0.400123929,0,0,0,,0,143,143,37,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.54381,1,,,,,,192,WORD,"ID",33,plague,PLAGUE,m,0.54381,,,,,,0.946716261,-0.400123929,0,0,0,,0,144,144,11,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.48797,1,,,,,,175,WORD,UN,16,strife,FABRIC,m,0.48797,,,,,,0.946716261,-0.400123929,0,0,0,,0,145,145,234,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.73427,1,,,,,,462,NW,"ID",33,absult,ABSULT,z,0.73427,,,,,,0.946716261,-0.400123929,0,0,0,,0,146,146,281,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.457465,1,,,,,,375,NW,UN,16,iguare,YORQUE,z,0.457465,,,,,,0.946716261,-0.400123929,0,0,0,,0,147,147,434,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.515425,1,,,,,,286,NW,"ID",16,reldon,RELDON,z,0.515425,,,,,,0.946716261,-0.400123929,0,0,0,,0,148,148,345,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.58356,1,,,,,,196,WORD,"ID",33,credit,CREDIT,m,0.58356,,,,,,0.946716261,-0.400123929,0,0,0,,0,149,149,15,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.849635,1,,,,,,144,WORD,UN,16,parish,SPONGE,m,0.849635,,,,,,0.946716261,-0.400123929,0,0,0,,0,150,150,203,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.54817,1,,,,,,472,NW,"ID",33,cigney,CIGNEY,z,0.54817,,,,,,0.946716261,-0.400123929,0,0,0,,0,151,151,291,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.673825,1,,,,,,115,WORD,UN,33,tumble,GUITAR,m,0.673825,,,,,,0.946716261,-0.400123929,0,0,0,,0,152,152,174,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.833615,1,,,,,,280,NW,"ID",16,curbol,CURBOL,z,0.833615,,,,,,0.946716261,-0.400123929,0,0,0,,0,153,153,339,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.550925,1,,,,,,3,WORD,"ID",16,knight,KNIGHT,m,0.550925,,,,,,0.946716261,-0.400123929,0,0,0,,0,154,154,62,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.72861,1,,,,,,77,WORD,UN,33,column,RACKET,m,0.72861,,,,,,0.946716261,-0.400123929,0,0,0,,0,155,155,136,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.55702,1,,,,,,234,WORD,"ID",33,clumsy,CLUMSY,m,0.55702,,,,,,0.946716261,-0.400123929,0,0,0,,0,156,156,53,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.572615,1,,,,,,467,NW,"ID",33,gorbie,GORBIE,z,0.572615,,,,,,0.946716261,-0.400123929,0,0,0,,0,157,157,286,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.50742,1,,,,,,270,NW,"ID",16,wrimsy,WRIMSY,z,0.50742,,,,,,0.946716261,-0.400123929,0,0,0,,0,158,158,329,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.58247,1,,,,,,88,WORD,UN,33,permit,HUNGER,m,0.58247,,,,,,0.946716261,-0.400123929,0,0,0,,0,159,159,147,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57109,1,,,,,,128,WORD,UN,16,marvel,SENIOR,m,0.57109,,,,,,0.946716261,-0.400123929,0,0,0,,0,160,160,187,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.54098,1,,,,,,330,NW,UN,33,gilfew,KENSOM,z,0.54098,,,,,,0.946716261,-0.400123929,0,0,0,,0,161,161,389,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.62561,0,,,,,,454,NW,"ID",33,scouge,SCOUGE,z,0.62561,,,,,,0.946716261,-0.400123929,0,0,0,,0,162,162,273,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.574885,1,,,,,,388,NW,UN,16,witmer,CRAGIN,z,0.574885,,,,,,0.946716261,-0.400123929,0,0,0,,0,163,163,447,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.61849,1,,,,,,132,WORD,UN,16,orphan,STRONG,m,0.61849,,,,,,0.946716261,-0.400123929,0,0,0,,0,164,164,191,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.89244,1,,,,,,357,NW,UN,33,fleack,DERAIN,z,0.89244,,,,,,0.946716261,-0.400123929,0,0,0,,0,165,165,416,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.59235,1,,,,,,420,NW,UN,16,pauche,GUSHOP,z,0.59235,,,,,,0.946716261,-0.400123929,0,0,0,,0,166,166,479,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.54905,1,,,,,,328,NW,UN,33,yarike,BROAKE,z,0.54905,,,,,,0.946716261,-0.400123929,0,0,0,,0,167,167,387,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.618525,1,,,,,,197,WORD,"ID",33,stream,STREAM,m,0.618525,,,,,,0.946716261,-0.400123929,0,0,0,,0,168,168,16,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.749575,1,,,,,,54,WORD,"ID",16,ramble,RAMBLE,m,0.749575,,,,,,0.946716261,-0.400123929,0,0,0,,0,169,169,113,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.65426,0,,,,,,285,NW,"ID",16,prudge,PRUDGE,z,0.65426,,,,,,0.946716261,-0.400123929,0,0,0,,0,170,170,344,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.650275,1,,,,,,222,WORD,"ID",33,hinder,HINDER,m,0.650275,,,,,,0.946716261,-0.400123929,0,0,0,,0,171,171,41,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.63181,1,,,,,,290,NW,"ID",16,splino,SPLINO,z,0.63181,,,,,,0.946716261,-0.400123929,0,0,0,,0,172,172,349,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.621015,0,,,,,,135,WORD,UN,16,bleach,IMPORT,m,0.621015,,,,,,0.946716261,-0.400123929,0,0,0,,0,173,173,194,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.67427,1,,,,,,251,NW,"ID",16,lupict,LUPICT,z,0.67427,,,,,,0.946716261,-0.400123929,0,0,0,,0,174,174,310,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.83333,1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,0.83333,,,,,,0.946716261,-0.400123929,0,0,0,,0,175,175,0,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.655905,1,,,,,,433,NW,"ID",33,drance,DRANCE,z,0.655905,,,,,,0.946716261,-0.400123929,0,0,0,,0,176,176,252,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.591535,1,,,,,,49,WORD,"ID",16,survey,SURVEY,m,0.591535,,,,,,0.946716261,-0.400123929,0,0,0,,0,177,177,108,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.61597,1,,,,,,162,WORD,UN,16,string,CANDLE,m,0.61597,,,,,,0.946716261,-0.400123929,0,0,0,,0,178,178,221,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.553965,1,,,,,,358,NW,UN,33,fonver,FLEACK,z,0.553965,,,,,,0.946716261,-0.400123929,0,0,0,,0,179,179,417,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.74291,1,,,,,,139,WORD,UN,16,prince,DEBRIS,m,0.74291,,,,,,0.946716261,-0.400123929,0,0,0,,0,180,180,198,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.64835,1,,,,,,212,WORD,"ID",33,verify,VERIFY,m,0.64835,,,,,,0.946716261,-0.400123929,0,0,0,,0,181,181,31,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59917,1,,,,,,136,WORD,UN,16,finger,BLEACH,m,0.59917,,,,,,0.946716261,-0.400123929,0,0,0,,0,182,182,195,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59127,1,,,,,,55,WORD,"ID",16,stroke,STROKE,m,0.59127,,,,,,0.946716261,-0.400123929,0,0,0,,0,183,183,114,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.569405,1,,,,,,67,WORD,UN,33,fumble,POLICY,m,0.569405,,,,,,0.946716261,-0.400123929,0,0,0,,0,184,184,126,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.607565,1,,,,,,261,NW,"ID",16,stunch,STUNCH,z,0.607565,,,,,,0.946716261,-0.400123929,0,0,0,,0,185,185,320,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.637855,1,,,,,,8,WORD,"ID",16,abrupt,ABRUPT,m,0.637855,,,,,,0.946716261,-0.400123929,0,0,0,,0,186,186,67,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.58779,1,,,,,,469,NW,"ID",33,padifs,PADIFS,z,0.58779,,,,,,0.946716261,-0.400123929,0,0,0,,0,187,187,288,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.547955,1,,,,,,356,NW,UN,33,derain,OTHNIS,z,0.547955,,,,,,0.946716261,-0.400123929,0,0,0,,0,188,188,415,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.60608,1,,,,,,281,NW,"ID",16,melaty,MELATY,z,0.60608,,,,,,0.946716261,-0.400123929,0,0,0,,0,189,189,340,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.56452,1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,0.56452,,,,,,0.946716261,-0.400123929,0,0,0,,0,190,190,296,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.52436,1,,,,,,20,WORD,"ID",16,breast,BREAST,m,0.52436,,,,,,0.946716261,-0.400123929,0,0,0,,0,191,191,79,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.565715,1,,,,,,214,WORD,"ID",33,intake,INTAKE,m,0.565715,,,,,,0.946716261,-0.400123929,0,0,0,,0,192,192,33,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.63418,1,,,,,,471,NW,"ID",33,nobest,NOBEST,z,0.63418,,,,,,0.946716261,-0.400123929,0,0,0,,0,193,193,290,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.558755,1,,,,,,311,NW,UN,33,nerawl,SPROLY,z,0.558755,,,,,,0.946716261,-0.400123929,0,0,0,,0,194,194,370,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.534075,1,,,,,,265,NW,"ID",16,distar,DISTAR,z,0.534075,,,,,,0.946716261,-0.400123929,0,0,0,,0,195,195,324,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.54126,1,,,,,,402,NW,UN,16,bruats,SYNTIC,z,0.54126,,,,,,0.946716261,-0.400123929,0,0,0,,0,196,196,461,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.48006,1,,,,,,429,NW,"ID",33,funtle,FUNTLE,z,0.48006,,,,,,0.946716261,-0.400123929,0,0,0,,0,197,197,248,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.54872,1,,,,,,224,WORD,"ID",33,period,PERIOD,m,0.54872,,,,,,0.946716261,-0.400123929,0,0,0,,0,198,198,43,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.5833,0,,,,,,142,WORD,UN,16,reason,SPRUCE,m,0.5833,,,,,,0.946716261,-0.400123929,0,0,0,,0,199,199,201,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.687295,1,,,,,,113,WORD,UN,33,placid,CHORUS,m,0.687295,,,,,,0.946716261,-0.400123929,0,0,0,,0,200,200,172,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.58112,1,,,,,,415,NW,UN,16,pathel,HIGSTA,z,0.58112,,,,,,0.946716261,-0.400123929,0,0,0,,0,201,201,474,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.580205,1,,,,,,129,WORD,UN,16,stupid,MARVEL,m,0.580205,,,,,,0.946716261,-0.400123929,0,0,0,,0,202,202,188,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59094,1,,,,,,22,WORD,"ID",16,jockey,JOCKEY,m,0.59094,,,,,,0.946716261,-0.400123929,0,0,0,,0,203,203,81,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.55795,1,,,,,,318,NW,UN,33,zomber,REAGLY,z,0.55795,,,,,,0.946716261,-0.400123929,0,0,0,,0,204,204,377,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.59942,1,,,,,,296,NW,"ID",16,beinch,BEINCH,z,0.59942,,,,,,0.946716261,-0.400123929,0,0,0,,0,205,205,355,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.619995,1,,,,,,140,WORD,UN,16,chrome,PRINCE,m,0.619995,,,,,,0.946716261,-0.400123929,0,0,0,,0,206,206,199,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.571135,1,,,,,,186,WORD,"ID",33,portal,PORTAL,m,0.571135,,,,,,0.946716261,-0.400123929,0,0,0,,0,207,207,5,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.60142,1,,,,,,320,NW,UN,33,miator,JOCKAL,z,0.60142,,,,,,0.946716261,-0.400123929,0,0,0,,0,208,208,379,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.627705,1,,,,,,248,NW,"ID",16,strole,STROLE,z,0.627705,,,,,,0.946716261,-0.400123929,0,0,0,,0,209,209,307,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.632765,1,,,,,,293,NW,"ID",16,swance,SWANCE,z,0.632765,,,,,,0.946716261,-0.400123929,0,0,0,,0,210,210,352,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56176,1,,,,,,126,WORD,UN,16,castle,ENOUGH,m,0.56176,,,,,,0.946716261,-0.400123929,0,0,0,,0,211,211,185,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.637665,1,,,,,,29,WORD,"ID",16,sketch,SKETCH,m,0.637665,,,,,,0.946716261,-0.400123929,0,0,0,,0,212,212,88,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.56452,1,,,,,,382,NW,UN,16,aungre,SARLEY,z,0.56452,,,,,,0.946716261,-0.400123929,0,0,0,,0,213,213,441,1,
