counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,response.rt,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.184,1,,,,,,79,WORD,"ID",16,theory,THEORY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,144,144,78,1,0.184,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.22,1,,,,,,472,NW,UN,16,crible,CIGNEY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,145,145,471,1,1.22,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.159,0,,,,,,273,NW,"ID",33,sortel,SORTEL,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,146,146,272,1,0.159,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.24,0,,,,,,339,NW,"ID",16,fachow,FACHOW,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,147,147,338,1,0.24,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.584,0,,,,,,441,NW,UN,16,aboune,RASTOE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,148,148,440,1,1.584,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.083,1,,,,,,427,NW,UN,16,tandly,SCHIND,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,149,149,426,1,0.083,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.084,1,,,,,,373,NW,UN,33,injore,BIGENT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,150,150,372,1,0.084,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.368,0,,,,,,375,NW,UN,33,iguare,YORQUE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,151,151,374,1,0.368,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.033,0,,,,,,390,NW,UN,33,theldy,HATRUS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,152,152,389,1,0.033,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.381,1,,,,,,73,WORD,"ID",16,source,SOURCE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,153,153,72,1,0.381,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.465,0,,,,,,313,NW,"ID",16,paurse,PAURSE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,154,154,312,1,1.465,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.26,0,,,,,,368,NW,UN,33,wronch,HORNAL,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,155,155,367,1,0.26,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.071,0,,,,,,135,WORD,UN,33,chrome,IMPORT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,156,156,134,1,0.071,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.515,0,,,,,,451,NW,UN,16,surden,CAINKY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,157,157,450,1,0.515,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.225,0,,,,,,261,NW,"ID",33,stunch,STUNCH,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,158,158,260,1,0.225,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.12,0,,,,,,262,NW,"ID",33,quilew,QUILEW,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,159,159,261,1,0.12,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.605,0,,,,,,248,NW,"ID",33,strole,STROLE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,160,160,247,1,0.605,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.002,1,,,,,,434,NW,UN,16,impurb,PITROM,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,161,161,433,1,0.002,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.317,1,,,,,,438,NW,UN,16,limpor,BAITCH,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,162,162,437,1,0.317,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.108,1,,,,,,226,WORD,UN,16,flower,CASINO,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,163,163,225,1,0.108,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.166,0,,,,,,68,WORD,"ID",16,fumble,FUMBLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,164,164,67,1,0.166,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.399,1,,,,,,142,WORD,UN,33,orphan,SPRUCE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,165,165,141,1,0.399,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.534,1,,,,,,46,WORD,"ID",33,single,SINGLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,166,166,45,1,1.534,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.534,-1,,,,,,478,NW,UN,16,lobush,ACRISE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,167,167,477,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.534,-1,,,,,,250,NW,"ID",33,milted,MILTED,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,168,168,249,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.633,1,,,,,,213,WORD,UN,16,intake,SQUEAL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,169,169,212,1,0.633,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.002,1,,,,,,194,WORD,UN,16,resign,ABSENT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,170,170,193,1,0.002,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.289,0,,,,,,171,WORD,UN,33,patrol,DEPART,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,171,171,170,1,0.289,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.092,1,,,,,,327,NW,"ID",16,plenac,PLENAC,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,172,172,326,1,0.092,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.035,0,,,,,,131,WORD,UN,33,strong,QUENCH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,173,173,130,1,0.035,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.326,0,,,,,,126,WORD,UN,33,castle,ENOUGH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,174,174,125,1,0.326,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.033,1,,,,,,435,NW,UN,16,frutan,IMPURB,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,175,175,434,1,0.033,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.033,-1,,,,,,188,WORD,UN,16,censor,SOCIAL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,176,176,187,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.185,1,,,,,,67,WORD,"ID",16,policy,POLICY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,177,177,66,1,0.185,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.072,1,,,,,,218,WORD,UN,16,bucket,SHRINK,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,178,178,217,1,0.072,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.15,1,,,,,,223,WORD,UN,16,period,KIDNEY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,179,179,222,1,0.15,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.15,-1,,,,,,336,NW,"ID",16,ghodus,GHODUS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,180,180,335,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.405,0,,,,,,366,NW,UN,33,slique,TOSHEL,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,181,181,365,1,0.405,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.018,0,,,,,,17,WORD,"ID",33,charge,CHARGE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,182,182,16,1,0.018,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.35,0,,,,,,290,NW,"ID",33,splino,SPLINO,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,183,183,289,1,0.35,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.35,-1,,,,,,382,NW,UN,33,aungre,SARLEY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,184,184,381,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.35,-1,,,,,,86,WORD,"ID",16,rodent,RODENT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,185,185,85,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.35,-1,,,,,,39,WORD,"ID",33,insect,INSECT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,186,186,38,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.155,0,,,,,,147,WORD,UN,33,custom,GARLIC,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,187,187,146,1,0.155,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.1,1,,,,,,354,NW,"ID",16,virlex,VIRLEX,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,188,188,353,1,0.1,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.072,0,,,,,,16,WORD,"ID",33,faucet,FAUCET,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,189,189,15,1,0.072,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.117,0,,,,,,96,WORD,"ID",16,ignore,IGNORE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,190,190,95,1,0.117,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.15,0,,,,,,464,NW,UN,16,whivex,CHAITE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,191,191,463,1,0.15,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.159,0,,,,,,318,NW,"ID",16,reagly,REAGLY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,192,192,317,1,0.159,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.1,0,,,,,,288,NW,"ID",33,yaceup,YACEUP,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,193,193,287,1,0.1,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.159,1,,,,,,110,WORD,"ID",16,polite,POLITE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,194,194,109,1,0.159,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.167,0,,,,,,357,NW,"ID",16,derain,DERAIN,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,195,195,356,1,0.167,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.058,1,,,,,,156,WORD,UN,33,pastor,CRADLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,196,196,155,1,0.058,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.589,1,,,,,,192,WORD,UN,16,object,PLAGUE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,197,197,191,1,0.589,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.169,1,,,,,,75,WORD,"ID",16,trophy,TROPHY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,198,198,74,1,0.169,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.149,0,,,,,,408,NW,UN,33,flumni,HURNIA,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,199,199,407,1,0.149,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.4,1,,,,,,95,WORD,"ID",16,thread,THREAD,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,200,200,94,1,0.4,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.284,1,,,,,,162,WORD,UN,33,string,CANDLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,201,201,161,1,0.284,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.584,1,,,,,,77,WORD,"ID",16,racket,RACKET,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,202,202,76,1,0.584,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.2,1,,,,,,198,WORD,UN,16,invoke,WICKED,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,203,203,197,1,0.2,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.122,0,,,,,,396,NW,UN,33,camble,FLENGY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,204,204,395,1,0.122,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.066,0,,,,,,268,NW,"ID",33,packes,PACKES,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,205,205,267,1,0.066,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.064,0,,,,,,300,NW,"ID",33,yarion,YARION,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,206,206,299,1,0.064,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.033,0,,,,,,405,NW,UN,33,nouply,FLUMNI,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,207,207,404,1,0.033,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.015,0,,,,,,460,NW,UN,16,justre,MINGAR,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,208,208,459,1,0.015,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.01,0,,,,,,316,NW,"ID",16,scregm,SCREGM,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,209,209,315,1,0.01,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.01,0,,,,,,445,NW,UN,16,runamo,MINKEL,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,210,210,444,1,0.01,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.083,1,,,,,,239,WORD,UN,16,forest,LUMBER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,211,211,238,1,0.083,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.174,0,,,,,,294,NW,"ID",33,inhort,INHORT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,212,212,293,1,0.174,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.149,1,,,,,,205,WORD,UN,16,tailor,LOUNGE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,213,213,204,1,0.149,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.184,0,,,,,,276,NW,"ID",33,yarmon,YARMON,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,214,214,275,1,0.184,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.123,0,,,,,,332,NW,"ID",16,vangue,VANGUE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,215,215,331,1,0.123,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.257,1,,,,,,216,WORD,UN,16,liquor,BEHALF,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,216,216,215,1,0.257,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.117,1,,,,,,108,WORD,"ID",16,reckon,RECKON,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,217,217,107,1,0.117,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.1,0,,,,,,304,NW,"ID",16,cludie,CLUDIE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,218,218,303,1,0.1,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.107,0,,,,,,253,NW,"ID",33,resait,RESAIT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,219,219,252,1,0.107,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.111,1,,,,,,297,NW,"ID",33,fertic,FERTIC,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,220,220,296,1,0.111,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.11,0,,,,,,149,WORD,UN,33,random,INVADE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,221,221,148,1,0.11,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.05,1,,,,,,378,NW,UN,33,auting,SHRILE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,222,222,377,1,0.05,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.007,1,,,,,,315,NW,"ID",16,laston,LASTON,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,223,223,314,1,0.007,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.084,1,,,,,,448,NW,UN,16,brunge,SADENT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,224,224,447,1,0.084,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.039,0,,,,,,94,WORD,"ID",16,travel,TRAVEL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,225,225,93,1,0.039,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.132,0,,,,,,215,WORD,UN,16,behalf,PHOBIA,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,226,226,214,1,0.132,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.093,1,,,,,,127,WORD,UN,33,senior,CASTLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,227,227,126,1,0.093,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.467,1,,,,,,124,WORD,UN,33,nickel,BLOUSE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,228,228,123,1,0.467,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.457,1,,,,,,15,WORD,"ID",33,amount,AMOUNT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,229,229,14,1,0.457,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.199,0,,,,,,379,NW,UN,33,cavory,AUTING,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,230,230,378,1,0.199,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.015,0,,,,,,399,NW,UN,33,wearox,FOURET,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,231,231,398,1,0.015,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.007,1,,,,,,140,WORD,UN,33,reason,PRINCE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,232,232,139,1,0.007,,
